DMSO_24h_rep1	DMSO_24h_rep2	GSK591_24h_rep1	GSK591_24h_rep2
TMEM89	20.7337565407988	12.2486626129971	8.30528561689711	21.8169049581163
SNORA94	521.305878740085	505.257332786128	579.293671778574	516.017230313708
UQCRC1	28628.381174143	30200.0983942287	28901.3557860998	28674.0530425608
MIR711	3.94928696015216	0	1.03816070211214	0
COL7A1	2567.0365240989	1988.36623084319	2436.56316785719	2460.56745484147
UCN2	0.987321740038039	0	2.07632140422428	0
MIR6823	0	0	0	0
PFKFB4	1134.43267930371	936.001968009858	1100.45034423887	1048.15999907472
SHISA5	15241.2857009672	15167.927202428	15742.6688868285	15709.1201309289
TREX1	0	0	0	0
ATRIP-TREX1	50.35340874194	26.5387689948269	52.9461958077191	65.450714874349
ATRIP	40.4801913415596	53.0775379896539	65.4041242330648	66.3992759594845
TMA7	6337.61824930417	6060.02582778029	7592.06921454607	6049.92260099417
CCDC51	3409.22196835135	3925.69636746556	3782.01943779452	3689.90262117707
PLXNB1	26527.360511342	25911.0250359109	28133.1168665369	30475.3705432331
RN7SL321P	0	1.02072188441642	0	0
FBXW12	0	1.02072188441642	0	0
MIR2115	0	0	0	0
SPINK8	0	0	0	0
FCF1P2	678.290035406133	574.666420926445	768.238919562983	706.678008425942
NME6	2546.3027675581	2431.35952867992	2490.54752436702	2646.48542752802
MRPS18AP1	3.94928696015216	2.04144376883284	0	1.89712217027099
ZNF589	1104.81302710257	1136.06345735548	1165.85446847193	1148.70747409908
CAMP	4.9366087001902	21.4351595727448	14.5342498295699	7.58848868108394
MIR4443	0.987321740038039	0	0	0
NDUFB1P1	4.9366087001902	4.08288753766568	13.4960891274578	18.0226606175744
RNU7-128P	0	0	0	0
SNRPFP4	0	0	0	0
CDC25A	3684.68473382196	3824.64490090833	3414.51054924683	3980.16231322853
RPL17P16	0	0	0	0
RN7SL664P	0	0	0	0.948561085135493
VPS26BP1	23.6957217609129	37.7667097234076	17.6487319359064	22.7654660432518
MAP4	49040.2708276894	50253.2005354737	48646.1341795706	48939.1120653955
MIR1226	0	0	0	0
DHX30	18049.2287296354	19097.7064574312	18626.679317296	20519.273393651
HIGD2AP2	1.97464348007608	1.02072188441642	0	0
SNORD146	17.7717913206847	7.14505319091495	13.4960891274578	19.9197827878453
LOC124906234	0	0	0	0
SMARCC1	27194.7900076078	27291.0410236419	26764.8210611531	26283.6791080194
CSPG5	268.551513290347	268.449855601519	227.357193762558	240.934515624415
RN7SL870P	0	0	0	0
LOC105377074	0	0	0	0
BOLA2P2	0	0	0	1.89712217027099
ELP6	2484.10149793571	2648.77329006061	2343.1287046671	2419.77932818064
LOC105377073	1.97464348007608	1.02072188441642	0	0
LOC124906372	0	0	0	0
SCAP	15429.8641533145	15658.8944288323	13744.2095352626	14936.0428465435
PTPN23	10472.5216965835	10579.7823319762	10470.888841503	10816.4420538
KLHL18	5479.63565721112	6214.15483232717	5415.04622221692	6339.2337319605
SNORD13P3	0	0	0	0
SNORD13J	0	0	0	0
KIF9	558.82410486153	493.008670173131	613.552974948274	498.943130781269
KIF9-AS1	148.098261005706	150.046117009214	128.731927061905	141.335601685188
LOC124906375	0	0	0	0
MRPL57P3	0	0	0	0
SETD2	16591.9418413392	16401.9799606875	16538.9381453485	15924.4434972546
NRADDP	26.6576869810271	32.6631003013255	24.9158568506913	31.3025158094713
NBEAL2	18266.4395124438	18908.8729088142	17783.6928271809	20633.1007238672
LOC124909375	48.3787652618639	30.6216565324926	38.4119459781491	50.2737375121811
CCDC12	1514.55154921835	1626.00996187536	1630.95046301817	1777.60347354391
PTH1R	0	0	0	0
MYL3	1.97464348007608	0	0	0
PRSS42P	0	0	0	0
PRSS44P	0	2.04144376883284	0	1.89712217027099
PRSS43P	0	0	0	1.89712217027099
PRSS45P	0	0	0	0
PRSS46P	0	0	0	0
PRSS50	0	0	0	0
TMIE	31.5942956812173	24.4973252259941	29.0684996591399	20.8683438729808
ALS2CL	12899.358533597	12071.0570051086	13238.625273334	14088.0292364323
FAM240A	0	0	0	0
TDGF1	0	0	0	0
LRRC2-AS1	0	0	0	0
LRRC2	0	3.06216565324926	0	1.89712217027099
RTP3	0	0	0	0
LTF	717.782905007655	38.787431607824	362.318085037137	67.34783704462
LINC02009	90.8336000834996	95.9478571351436	76.8238919562983	54.0679818527231
CCRL2	3.94928696015216	2.04144376883284	0	1.89712217027099
CCR5	0	1.02072188441642	0	0
CCR5AS	0	0	0	0
CCR2	0	6.12433130649853	0	1.89712217027099
UQCRC2P1	0	0	0	0
CCR3	2.96196522011412	0	0	0
CCR1	0	0	0	0
LOC105377067	32.5816174212553	16.3315501506627	24.9158568506913	15.1769773621679
FLT1P1	0	0	0	0
NRBF2P2	1.97464348007608	0	0	0
XCR1	0	0	0	0
LOC105377063	9.87321740038039	4.08288753766568	3.11448210633642	3.79424434054197
CXCR6	0	0	0	0
FYCO1	10076.6056788282	10797.1960933569	10079.5022568068	10689.3348683919
CCR9	0	0	0	0
SDHDP4	1.97464348007608	0	0	0
LOC124909374	0	0	0	0
LZTFL1	2118.79245412163	1795.44979468848	2167.67954601015	1732.07254145741
LOC107986082	0	0	0	0
SLC6A20	1.97464348007608	0	0	0.948561085135493
RN7SL145P	28.6323304611031	31.6423784169091	25.9540175528035	10.4341719364904
SACM1L	8969.81800824559	8970.10392025151	8968.67030554677	8696.4080285222
TRR-ACG2-1	0.987321740038039	0	0	0.948561085135493
LIMD1-AS1	28.6323304611031	35.7252659545747	20.7632140422428	46.4794931716391
LIMD1	7285.44711974069	7207.31722586435	7144.62195193574	7492.68401148526
LARS2-AS1	0	0	0	0
LARS2	7375.29339808415	7656.43485500757	7935.70040694519	8150.03684348415
LOC105377062	0	0	0	0
LOC105377061	0	0	0	0
LOC124906378	0	0	0	0
TMEM158	218.198104548407	190.874992385871	238.776961485792	169.792434239253
LOC101928636	0	0	0	0
RPS24P8	30.6069739411792	18.3729939194956	32.1829817654763	14.2284162770324
CDCP1	40898.8157593357	42118.0471166748	41476.5963707842	42517.3535190282
LOC124906233	0	0	0	0
RNU5B-3P	0	0	0	0
CLEC3B	4.9366087001902	8.16577507533137	4.15264280844856	15.1769773621679
EXOSC7	4381.73388228882	4850.47039474683	4856.51576448059	4986.58562455728
RPL12P44	0	0	0	0
ZNF445	5109.39000469685	5034.20033394179	4956.17919188335	5162.06942530735
LINC01988	0	0	0	0
C3orf86	0	2.04144376883284	4.15264280844856	0.948561085135493
TCAIM	4921.79887408963	4632.03591148172	4437.09884082728	4351.99825860164
LOC105377055	14.8098261005706	8.16577507533137	11.4197677232335	2.84568325540648
TOPAZ1	4.9366087001902	0	0	0
MIR138-1	0	0	0	0
RNU6-367P	0	2.04144376883284	0	0
LOC124909489	737.529339808415	831.888335799383	786.925812201001	952.355329476035
LOC107986081	0	0	0	0
ABHD5	5367.08097884678	4978.06063029889	5174.1929393269	4978.04857479107
TUBAP3	14.8098261005706	12.2486626129971	20.7632140422428	20.8683438729808
RPL18AP9	1.97464348007608	4.08288753766568	1.03816070211214	2.84568325540648
ANO10	4110.22040377836	4155.35879145925	4109.04005895985	4139.52057553129
SNRK-AS1	46.4041217817878	66.3469224870674	51.9080351056069	68.2963981297555
RN7SL517P	15.7971478406086	15.3108282662463	19.7250533401306	16.1255384473034
SNRK	4120.09362117874	4329.90223369446	4275.14577129779	4458.23710013682
LOC105377052	0	0	0	0
LOC105377051	0	0	0	0
LOC107986079	3.94928696015216	2.04144376883284	2.07632140422428	0
POMGNT2	1382.25043605325	1418.80341933883	1346.49443063944	1471.21824304515
GASK1A	1.97464348007608	6.12433130649853	7.26712491478497	0
KRBOX1	0	0	0	0
KRBOX1-AS1	0	0	0	0
ZNF662	0	0	0	0
HNRNPA1P22	0	0	0	0
CYP8B1	0	0	0	0
LOC124909373	0	0	0	0
ACKR2	38.5055478614835	25.5180471104105	46.7172315950463	49.3251764270456
MIX23P4	49.366087001902	56.1397036429032	78.9002133605226	49.3251764270456
HIGD1A	17286.029024586	18273.9838967072	18431.5051052989	17540.7915863255
CCDC13-AS2	0	0	0	0
CCDC13-AS1	0	0	0	0
CCDC13	55.2900174421302	67.3676443714838	56.0606779140555	83.4733754919233
HHATL-AS1	0	0	0	0
HHATL	0.987321740038039	1.02072188441642	0	0
KLHL40	0	0	0	0
RN7SL567P	0	0	0	0
LOC124906232	4.9366087001902	6.12433130649853	2.07632140422428	10.4341719364904
ZBTB47	2336.99055867004	2328.26661835386	2123.03863581932	2442.54479422389
ZBTB47-AS1	15.7971478406086	21.4351595727448	25.9540175528035	27.5082714689293
NKTR	13290.337942652	12517.1124685986	14510.3721334214	14067.1608925594
SS18L2	1351.64346211208	1594.36758345845	1488.72244682881	1363.0822793397
SEC22C	7848.22051156237	8210.68683824569	7867.18180060579	8071.30627341791
VIPR1-AS1	0	0	0	0
LOC124909372	0	0	0	0
VIPR1	110.58003488426	599.163746152439	96.5489452964289	668.735565020522
RPL35AP8	0	0	0	0
LOC124909371	5.92393044022824	36.7459878389912	8.30528561689711	36.0453212351487
LYZL4	0	0	0	0.948561085135493
EIF4BP4	0	0	0	0
SALL4P6	0	0	0	0
CCK	0	0	0	0
LOC105377048	0	0	0	0
RNU4-78P	9.87321740038039	9.18649695974779	10.3816070211214	4.74280542567746
TPMTP2	0	0	0	0
LOC124906231	120.453252284641	124.528069898803	137.037212678802	173.586678579795
TRAK1	13014.8751771814	12755.961389552	13484.6693597346	13675.4051643984
LOC107986077	11.8478608804565	9.18649695974779	2.07632140422428	0
GEMIN2P2	0	0	0	0
RPL36P20	0	0	0	0
LOC124900553	0	0	0	0
ATP6V0E1P2	0	0	0	1.89712217027099
RN7SKP58	0	3.06216565324926	4.15264280844856	2.84568325540648
LOC107986076	1.97464348007608	0	0	5.69136651081296
LOC105377046	1.97464348007608	2.04144376883284	4.15264280844856	4.74280542567746
ULK4	763.199705049404	722.671094166826	665.461010053881	682.963981297555
CTNNB1	49006.7018885281	47899.4158700094	50377.7862306937	48205.8743465857
MRPS31P1	0	0	0	0
LOC105377045	0	0	0	0
LOC124906230	0	0	0	0
RPS27P4	149.085582745744	97.9893009039764	156.762266018933	73.0392035554329
LOC105377043	0	0	0	0
LOC124909370	0	0	0	0
HMGN2P24	0	0	1.03816070211214	0.948561085135493
LOC124906229	0	0	0	5.69136651081296
LOC124909369	1.97464348007608	0	6.22896421267283	0
EEF1GP3	0.987321740038039	0	1.03816070211214	0
RPL5P10	0	0	0	0
LOC124909368	0	2.04144376883284	0	1.89712217027099
ZNF621	6144.10318825672	5867.10939162559	5559.3505598105	5873.49023915897
ZNF620	385.055478614835	433.806800876979	368.547049249809	457.206443035307
RNU5B-2P	0	0	1.03816070211214	1.89712217027099
ZNF619	1275.61968812915	1252.42575217895	1157.54918285504	1346.00817980726
RPL14	64981.5676423436	65061.8336345871	73341.9009614142	63430.2797630104
ENTPD3-AS1	85.8969913833094	69.4090881403166	60.2133207225041	77.7820089811104
ENTPD3	59.2393044022824	48.9946504519882	52.9461958077191	32.2510768946067
PGAM1P3	0	0	0	0
EIF1B	3218.66887252401	3327.55334319753	3301.3510327166	2971.8418797295
LOC124906228	3.94928696015216	2.04144376883284	9.34344631900925	13.2798551918969
LOC124900557	0	0	0	0
RN7SL411P	0	0	0	0
EIF1B-AS1	15.7971478406086	24.4973252259941	20.7632140422428	26.5597103837938
LOC124909367	0	10.2072188441642	3.11448210633642	5.69136651081296
RNU4-56P	0	0	0	0
MYRIP	60.2266261423204	45.932484798739	47.7553922971584	18.9712217027099
LOC105377039	0	0	0	1.89712217027099
NFU1P1	0	0	0	0
MOBP	1.97464348007608	3.06216565324926	1.03816070211214	15.1769773621679
LOC107986075	177.717913206847	216.393039496281	226.319033060446	194.455022452776
SNORA62	324.828852472515	294.988624596346	363.356245739249	335.790624137964
SNORA6	422.573704736281	365.418434621079	428.760369972313	418.315438544752
RPSA	116608.621428933	113849.277544039	124899.037749707	118041.787117516
SLC25A38	3507.95414235515	3659.28795563287	3619.02820756292	3856.84937216091
LOC105377644	12.8351826204945	8.16577507533137	28.0303389570278	26.5597103837938
LOC105377037	0	0	0	0
EEF1A1P24	0	2.04144376883284	1.03816070211214	0.948561085135493
HNRNPA1P21	0.987321740038039	0	0	0.948561085135493
CCR8	4.9366087001902	2.04144376883284	1.03816070211214	6.63992759594845
ADAD1P1	0	0	0	0
CX3CR1	0	1.02072188441642	0	0
LOC102724104	0	0	0	0
DSTNP4	0	0	0	0
LOC124909366	0	0	0	0
XIRP1	0	0	0	0
LOC105377035	0	0	1.03816070211214	0
LOC101928263	4.9366087001902	7.14505319091495	3.11448210633642	7.58848868108394
CSRNP1	4125.03022987893	4018.58205894745	4043.63593472678	4085.45259367857
MIR6822	0	0	0	0
TTC21A	117.491287064527	105.134354094891	122.502962849232	138.489918429782
GORASP1	3350.96998568911	3402.06604075993	3558.81488684041	3580.81809638648
WDR48	4306.69743004593	3908.34409543048	4226.35221829852	3874.87203277849
RNU6-1227P	0	0	0	0
SCN11A	1.97464348007608	2.04144376883284	3.11448210633642	0
LOC107986042	0	0	0	0
LOC105377034	0	0	0	0
SCN10A	0	0	0	0
SCN5A	1.97464348007608	4.08288753766568	1.03816070211214	3.79424434054197
RPL18AP7	0	2.04144376883284	0	0
DDTP1	0	0	0	2.84568325540648
EXOG	2638.12368938164	2708.99588124118	2676.37829004509	3257.35876635528
ACVR2B	2119.77977586167	2296.62423993695	2186.36643864816	2062.17179908456
ACVR2B-AS1	75.036452242891	72.4712537935659	63.3278028288405	44.5823710013682
XYLB	980.410487857773	1047.26065341125	956.14600664528	966.583745753067
DLEC1P1	0	0	0	0
RNU6-235P	0	0	0	0
SLC22A14	119.465930544603	143.921785702715	128.731927061905	182.123728346015
LOC101409262	0	0	0	0
SLC22A13	112.554678364336	108.196519748141	115.235837934447	151.769773621679
OXSR1	15078.3776138609	15219.9840185333	15592.1355850222	14917.0716248408
LOC101928234	14.8098261005706	8.16577507533137	8.30528561689711	10.4341719364904
MYD88	3995.69108193394	3619.47980214063	3744.64565251849	3891.94613231093
ACAA1	4589.07144769681	4708.59005281295	5008.08722698896	4786.4392355937
LOC105377033	8.88589566034235	6.12433130649853	25.9540175528035	18.0226606175744
PPP2R2DP1	0	0	2.07632140422428	0
DLEC1	6.91125218026627	19.393715803912	14.5342498295699	11.3827330216259
PLCD1	244.855791529434	244.973252259941	223.20455095411	188.763655941963
VILL	3.94928696015216	3.06216565324926	3.11448210633642	0
MIR26A1	0.987321740038039	4.08288753766568	0	0.948561085135493
RNA5SP129	2.96196522011412	7.14505319091495	12.4579284253457	5.69136651081296
TCEA1P2	555.862139641416	477.697841906885	502.469779822275	368.041701032571
GOLGA4	27133.5760597254	25078.1159782271	28262.8869543009	23184.7300428817
GOLGA4-AS1	151.06022622582	158.211892084545	176.487319359064	168.843873154118
LOC124909483	1.97464348007608	0	0	0
LOC124906354	0	0	0	0
RPS16P4	0	0	6.22896421267283	1.89712217027099
LOC105377642	16.7844695806467	16.3315501506627	17.6487319359064	10.4341719364904
UBE2FP1	111.567356624298	151.06683889363	92.3963024879804	108.135963705446
RNU6-1301P	0	0	0	0
UBE2D3P2	9.87321740038039	6.12433130649853	3.11448210633642	8.53704976621943
LRRFIP2	5059.03659595491	4657.55395859213	4958.25551328758	4408.91192370977
RPL29P11	48.3787652618639	44.9117629143225	46.7172315950463	38.8910044905552
MLH1	5733.37734440089	5567.01715760716	5509.51884610912	5211.3946017344
EPM2AIP1	4596.97002161711	4087.99114708777	4662.37971318562	4428.83170649762
PRADC1P1	0	0	0	1.89712217027099
RNU6ATAC4P	0	2.04144376883284	0	0
LOC107986032	1.97464348007608	5.10360942208211	7.26712491478497	2.84568325540648
TRANK1	1735.71161898687	1363.68443758034	1504.29485736049	1227.43804416533
LINC02033	1.97464348007608	0	5.19080351056069	0.948561085135493
LOC105377030	0	0	0	0
LOC105377029	0	0	0	0
HSPD1P6	4.9366087001902	2.04144376883284	2.07632140422428	0.948561085135493
DCLK3	0	0	2.07632140422428	0
RN7SKP227	0	1.02072188441642	1.03816070211214	0.948561085135493
NBPF21P	0	4.08288753766568	9.34344631900925	1.89712217027099
STAC	98.7321740038039	148.004673240381	70.5949277436254	99.5989139392267
LOC124906227	0	0	0	0
RFC3P1	0	0	0	0
RPL36AP17	0	0	0	0
MIR128-2	0	0	0	0
ARPP21	0.987321740038039	4.08288753766568	6.22896421267283	3.79424434054197
RNU6-243P	0	0	0	0
KRT8P18	0	0	0	0
LOC101928135	0	0	0	0
FECHP1	0	0	0	0
LOC124909365	0	0	0	0
LOC102724048	0	0	0	0
LOC124909364	0	0	0	0
LINC01811	0	0	0	0
LOC105377024	5.92393044022824	6.12433130649853	13.4960891274578	18.0226606175744
PDCD6IP	24634.6647356891	23850.1875512741	25688.2484130628	23660.9077076197
PDCD6IP-DT	419.611739516167	395.019369269155	438.103816291323	370.887384287978
SDAD1P3	0	0	0	0
COX6CP10	0	0	0	0
CLASP2	11325.5676799763	11210.5884565456	11117.6629589189	10408.5607871918
RNA5SP128	0.987321740038039	0	1.03816070211214	0
LOC124909363	0	0	4.15264280844856	1.89712217027099
RNU7-110P	0	0	0	0.948561085135493
UBP1	14902.6343441342	14718.8095732848	14520.7537404425	14691.3140865785
FBXL2	1029.77657485967	972.747955848849	1118.09907617477	1105.07366418285
LOC124909362	0	2.04144376883284	3.11448210633642	1.89712217027099
SUSD5	204.375600187874	193.93715803912	211.784783230876	194.455022452776
CRTAP	40073.4147846639	40014.3393128925	40618.0374701374	42092.3981528875
RN7SL296P	0.987321740038039	0	1.03816070211214	0.948561085135493
TMPPE	1063.34551402097	862.509992331876	980.023702793859	930.538424517918
SUMO2P10	0	0	3.11448210633642	0
SEC13P1	0	0	0	0
LOC107986072	0	9.18649695974779	6.22896421267283	6.63992759594845
GLB1	6305.03663188292	6091.6682061972	6502.00047732833	6545.0714874349
CCR4	1.97464348007608	2.04144376883284	0	0.948561085135493
IGBP1P3	0.987321740038039	0	0	0
LOC124906226	3.94928696015216	5.10360942208211	3.11448210633642	3.79424434054197
DYNC1LI1	6676.26960613722	7169.55051614094	6624.50344017756	6250.06898995776
RPL31P18	0	0	0	0
MIR548AY	1.97464348007608	0	0	0
CMTM6	10683.8085489516	9771.3705995184	11428.0730088504	10205.5687149728
CMTM7	578.570539662291	635.90973399143	669.61365286233	699.089519744858
LOC124909361	16.7844695806467	23.4766033415777	5.19080351056069	18.9712217027099
KRT18P15	20.7337565407988	10.2072188441642	8.30528561689711	14.2284162770324
CMTM8	541.052313540845	606.308799343354	589.675278799695	534.988452016418
RPSAP11	5.92393044022824	0	1.03816070211214	0.948561085135493
LOC124906367	1.97464348007608	9.18649695974779	4.15264280844856	1.89712217027099
GPD1L	6837.20304976342	7250.18754500984	7058.45461366043	7020.30059108778
NIFKP7	0	0	0	0
LOC124900559	0.987321740038039	0	2.07632140422428	0.948561085135493
RPL21P40	1.97464348007608	13.2693844974135	11.4197677232335	3.79424434054197
ZNF860	1437.54045349539	1307.54473393744	1521.9435892964	1347.90530197753
ZNF587P1	0	0	0	0
OSBPL10-AS1	0	0	0	0
LOC124909360	143.161652305516	182.709217310539	174.410997954839	135.644235174375
OSBPL10	11367.0351930579	11399.4220051626	10803.1002661789	11312.5395013259
STT3B	35620.5937370924	35494.5828086966	35199.8767658142	34299.0202774143
THRAP3P1	0.987321740038039	4.08288753766568	5.19080351056069	7.58848868108394
H3P11	0	0	0	0
LOC124909359	0	0	0	0
RNA5SP127	0	0	0	0
LOC105377018	0	0	0	0
CNN2P6	0	0	0	0
MIR466	0	0	0	0
FNBP1P2	0	0	0	0
GADL1	7.89857392030431	0	7.26712491478497	0
LOC105377016	875.754383413741	887.00731755787	884.512918199542	1001.68050590308
TGFBR2	34285.7347445609	36920.5312812264	36540.142232241	39857.5882363083
LOC105377015	27.6450087210651	33.6838221857419	60.2133207225041	70.1935203000264
LINC01985	1.97464348007608	0	4.15264280844856	5.69136651081296
LOC105377013	0	0	0	0
LOC101927995	0	0	0	0
LOC124906377	0	0	0	0
LOC124909358	20.7337565407988	10.2072188441642	2.07632140422428	13.2798551918969
LOC124906224	0	0	0	0
RBMS3-AS1	0	0	0	0
LOC124906222	0	0	0	0
MTND4LP9	0	0	0	0
RBMS3-AS2	0	0	0	0
RPS12P5	15.7971478406086	10.2072188441642	10.3816070211214	6.63992759594845
RBMS3	7634.95901571416	7149.13607845261	7164.34700527587	7067.72864534456
RBMS3-AS3	9.87321740038039	20.4144376883284	16.6105712337942	11.3827330216259
MESTP4	1.97464348007608	0	0	0
LOC105377009	0	0	0	0
LINC00693	6.91125218026627	4.08288753766568	4.15264280844856	7.58848868108394
LOC107986012	0	0	0	0
RPL34P11	0	1.02072188441642	0	0
CIAO2AP1	0	0	0	0
ZCWPW2	128.351826204945	117.383016707888	140.151694785139	120.467257812208
AZI2	13665.5202038665	13920.6050596712	12850.3531707441	12665.1876087291
CMC1	1637.96676672311	1623.96851810653	1935.13154873703	1656.18765464657
LOC105377008	0	0	0	0
LINC01967	0	0	0	0
LINC01981	0	0	0	0
LINC01980	1.97464348007608	8.16577507533137	0	3.79424434054197
EOMES	89.8462783434616	115.341572939056	105.892391615438	126.158624323021
LINC02084	19.7464348007608	20.4144376883284	15.5724105316821	13.2798551918969
KIAA1143P2	0	0	0	0
LOC124906221	0	0	0	0
LOC643634	39.4928696015216	47.9739285675718	35.2974638718127	25.6111492986583
RPS27P11	0	0	0	0
RNU1-96P	0	0	0	0
LOC105377005	0	0	0	0
UBA52P4	1.97464348007608	4.08288753766568	0	0
RPS20P15	0	0	0	0
SLC4A7	12734.4758030106	14200.2828560013	12277.2884631782	12242.1293647587
RNU6-342P	0	0	0	0
MICOS10P3	0.987321740038039	1.02072188441642	0	0.948561085135493
NEK10	69.1125218026627	83.6991945221465	100.701588104877	66.3992759594845
LOC124909488	0	0	0	0
LRRC3B	0	0	0	0
LRRC3B-AS1	0	0	0	0
VENTXP4	0	2.04144376883284	0	0
HMGB3P12	0	0	0	0
LOC105377002	0	0	0	0
LOC105377001	0	0	0	0
RPEP2	0	0	0	0
LOC124909357	0	0	0	0
LINC00692	0	0	0	0
LOC105377000	1.97464348007608	0	0	0
OXSM	1866.03808867189	1989.3869527276	2148.99265337213	2045.09769955212
TAF9BP1	0	1.02072188441642	0	0
RPL32P11	0	0	0	0.948561085135493
NGLY1	4051.96842111611	4213.53993887099	3930.47641819656	3651.96017777165
CRIP1P2	0	0	0	0
MIR4442	0	0	0	0
TOP2B	28130.7710171638	27107.3110844469	27588.082497928	25798.01583243
LOC124909356	3.94928696015216	2.04144376883284	0	0
H3P10	0	0	0	0
RARB-AS1	0	0	0	0
RNA5SP126	0	0	0	0
LOC124906342	0	0	0	0
CFL1P7	0	0	0	0
RNA5SP125	0	0	0	0
RN7SL216P	0	0	0	0
RARB	0	0	0	0
LOC124909355	0	0	0	0
LOC107986070	0	1.02072188441642	0	0
EIF3KP2	0	0	0	0
LOC107986011	0	0	2.07632140422428	0
THRB-AS1	0	1.02072188441642	6.22896421267283	8.53704976621943
RPL31P20	0	0	0	0
THRB-AS2	1.97464348007608	4.08288753766568	5.19080351056069	0.948561085135493
THRB	1816.67200166999	1609.6784117247	1648.59919495408	1563.22866830329
LINC00691	0	0	0	0
NPM1P23	0	0	0	0
NR1D2	4668.05718689985	4143.11012884625	3857.80516904871	3751.55909171087
LOC124909354	13.8225043605325	3.06216565324926	11.4197677232335	2.84568325540648
RPL15	102259.87458096	101601.635652926	108331.0311047	101884.946154403
NKIRAS1	1774.21716684836	1892.41837370804	1758.64422937796	1763.37505726688
ARL4AP4	1.97464348007608	4.08288753766568	0	5.69136651081296
UBE2E1	11453.9195061813	11153.4280310182	11379.2794558512	10998.565782146
UBE2E1-AS1	0	0	4.15264280844856	7.58848868108394
LOC124909353	8.88589566034235	10.2072188441642	12.4579284253457	14.2284162770324
LOC105376993	1.97464348007608	10.2072188441642	10.3816070211214	14.2284162770324
RNU6-788P	0	0	0	0
RNU6-922P	0	0	0	0
UBE2E2	4033.20930805539	4147.19301638392	4122.5361480873	3893.8432544812
UBE2E2-DT	0	0	3.11448210633642	0
RPL24P7	0	1.02072188441642	0	0
SALL4P5	0	0	0	0
RANP7	0	0	0	0
RRBP1P2	0	0	0	0
HMGB1P5	2759.56426340632	2508.93439189556	3335.6103358863	2760.31275774428
ZNF385D-AS2	0	0	0	0
ZNF385D-AS1	0	0	0	0
ZNF385D	1.97464348007608	0	2.07632140422428	0
VENTXP7	0	0	0	0
LOC105376988	0	0	0	0
LOC105376987	0	0	0	3.79424434054197
LOC107986068	1.97464348007608	1.02072188441642	0	0.948561085135493
RNU6-815P	0	0	0	0
RNU6-822P	0	0	0	0
RNY4P22	0	0	0	0
SGO1-AS1	3.94928696015216	16.3315501506627	21.8013747443549	8.53704976621943
SGO1	3215.70690730389	3196.90094199223	3175.73358776103	3035.39547243358
MIR3135A	0	2.04144376883284	2.07632140422428	0
KAT2B	1577.74014058079	1507.60622328305	1547.8976068492	1347.90530197753
RPL39P18	0	2.04144376883284	3.11448210633642	1.89712217027099
SAP18P3	0	0	0	0
LOC124909352	11.8478608804565	6.12433130649853	5.19080351056069	1.89712217027099
RNU4-85P	5.92393044022824	6.12433130649853	2.07632140422428	3.79424434054197
PP2D1	0	10.2072188441642	4.15264280844856	6.63992759594845
RAB5A	8676.58345145429	8984.39402663334	8319.81986672668	9068.24397389531
HSPA8P18	11.8478608804565	8.16577507533137	11.4197677232335	1.89712217027099
EFHB	7.89857392030431	15.3108282662463	23.8776961485792	22.7654660432518
LOC105376984	0	0	0	0
LOC105376982	0	0	0	0
MIR4791	0	0	0	0
KCNH8	3.94928696015216	6.12433130649853	2.07632140422428	0
LOC105376981	0	0	0	0
LOC105376978	0	0	0	0
LOC107986066	0	0	0	0
RNU6-138P	0	0	0	0
RAD23BP1	0.987321740038039	2.04144376883284	4.15264280844856	0.948561085135493
SATB1-AS1	0	0	0	0
SATB1	3.94928696015216	0	0	9.48561085135493
LOC124909351	0	2.04144376883284	0	1.89712217027099
BALR6	0	2.04144376883284	0	0
PDCL3P3	0	0	0	0
PP1P	20.7337565407988	19.393715803912	20.7632140422428	9.48561085135493
LOC124909350	0	0	0	0
LOC105376975	4.9366087001902	0	0	2.84568325540648
TRC-GCA25-1	2.96196522011412	2.04144376883284	0	0
RNU7-10P	0	0	0	0
RPL31P19	0	0	0	0
TBC1D5	16824.9497719882	17110.3609484725	16009.4761872713	16522.03698089
DAZL	0	0	0	0
LINC00690	0	0	0	0
LOC124906219	0	0	0	0
LOC124906220	3.94928696015216	0	0	2.84568325540648
RFTN1	338.651356833047	427.68246957048	399.691870313174	346.224796074455
LOC107986065	5.92393044022824	5.10360942208211	2.07632140422428	1.89712217027099
THAP5P2	3.94928696015216	0	0	0
OXNAD1	3607.673638099	3624.58341156271	3736.34036690159	3634.88607823921
DPH3	2908.64984615206	3049.91699063627	2672.22564723665	2834.30052238485
LOC124906218	25.670365240989	10.2072188441642	31.1448210633642	12.3312941067614
GALNT15	5076.8083872756	2966.21779611412	5401.55013308946	3113.17748141469
LOC124909349	0	2.04144376883284	4.15264280844856	5.69136651081296
LOC124906216	1.97464348007608	0	0	0
LOC124906217	0	1.02072188441642	6.22896421267283	0
IMPDH1P8	102.681460963956	99.0100227883928	90.3199810837561	129.952868663562
MIR563	9.87321740038039	16.3315501506627	13.4960891274578	15.1769773621679
LOC107986064	287.310626351069	299.071512134011	193.097890592858	266.545664923073
LOC101927647	0	2.04144376883284	2.07632140422428	0
RN7SL4P	38691.1643486107	24649.4127867722	31536.2076480604	25416.6942762055
MIR3134	2.96196522011412	7.14505319091495	15.5724105316821	10.4341719364904
ANKRD28	16567.2587978383	16534.6738056616	15270.3057673675	15734.7312802276
