transcript,MCF10A,MDAMB436
L1FLnI_9q22.31c,0,51.28345391
L1FLnI_2q21.2f,0,51.28345391
L1FLI_3p26.2,0,51.28345391
L1FLI_Xq28,0,51.28345391
L1FLnI_4q22.1la,0,51.28345391
L1FLnI_6p12.3u,0,51.28345391
L1FLnI_2q31.3o,0,51.28345391
L1FLnI_2q22.3c,0,51.28345391
L1FLnI_7p21.2j,0,51.28345391
L1FLI_4q13.1,0,51.28345391
L1ORF2_3q26.32b,0,47.86455698
L1FLnI_6p25.1b,0,47.86455698
L1FLnI_4q21.1g,0,47.86455698
L1FLnI_7q34i,0,47.86455698
L1FLnI_Xq25zb,0,47.86455698
L1FLI_2q33.1,0,47.86455698
L1FLnI_2q23.3z,0,47.86455698
L1ORF2_18q22.3,0,47.86455698
L1FLnI_6q14.3ra,0,47.86455698
L1FLnI_2q32.1aa,0,47.86455698
L1FLnI_Xq21.33cb,0,47.86455698
L1FLI_3p12.3,0,47.86455698
L1FLnI_3q22.3g,0,47.86455698
L1FLnI_4q12d,0,47.86455698
L1FLnI_6p12.3o,0,47.86455698
L1FLnI_5q31.3i,0,47.86455698
L1FLnI_5q31.2b,0,47.86455698
L1FLnI_6p12.1f,0,47.86455698
L1FLnI_1q25.2a,0,47.86455698
L1FLnI_14q21.1r,0,47.86455698
L1FLnI_3q25.1b,0,47.86455698
L1FLnI_2p11.2d,0,47.86455698
L1FLnI_20q13.2f,0,47.86455698
L1FLnI_Xp22.12i,0,47.86455698
L1FLnI_12p12.3g,0,47.86455698
L1FLnI_2q37.1h,0,47.86455698
L1FLnI_Xp21.3l,0,47.86455698
L1FLnI_14q31.3j,0,47.86455698
L1FLnI_Xq24u,0,47.86455698
L1FLnI_5q23.3u,0,47.86455698
L1FLnI_4q35.1g,0,47.86455698
L1FLnI_15q26.1f,0,47.86455698
L1FLnI_11q23.3i,0,47.86455698
L1FLnI_5q14.1q,0,47.86455698
L1FLnI_9q31.2o,0,47.86455698
L1FLnI_15q14d,0,47.86455698
L1FLI_3p12.2,0,47.86455698
L1FLnI_7q31.32k,0,47.86455698
L1ORF2_3q26.32a,0,44.44566005
L1FLI_3q13.11,0,44.44566005
L1FLnI_10q25.3m,0,44.44566005
L1FLnI_15q15.3b,0,44.44566005
L1FLI_6p25.2,0,44.44566005
L1FLI_2q24.3a,0,44.44566005
L1ORF2_3q22.1,0,44.44566005
L1FLnI_7q22.1f,0,44.44566005
L1FLnI_4p15.2g,0,44.44566005
L1FLnI_7q11.22a,0,44.44566005
L1FLI_1p22.3,0,44.44566005
L1FLnI_8q23.1n,0,44.44566005
L1FLnI_3q25.2e,0,44.44566005
L1FLnI_4p12s,0,44.44566005
L1FLnI_5q32h,0,44.44566005
L1FLnI_2q31.1r,0,44.44566005
L1ORF2_17q24.2,0,44.44566005
L1FLnI_2q34k,0,44.44566005
L1FLnI_20p12.2b,0,44.44566005
L1FLnI_12p13.32i,0,44.44566005
L1FLnI_1q24.3f,0,44.44566005
L1FLnI_17p12e,0,44.44566005
L1FLnI_3p14.2z,0,44.44566005
L1FLnI_8q21.13ca,0,44.44566005
L1FLnI_2q36.3t,0,44.44566005
L1FLnI_2q24.1ka,0,44.44566005
L1FLnI_7q21.2h,0,44.44566005
L1FLnI_1p32.1e,0,44.44566005
L1FLnI_14q23.1r,0,44.44566005
L1FLnI_1p21.1r,0,44.44566005
L1FLnI_12p13.32b,0,44.44566005
L1FLnI_Xq21.1ge,0,44.44566005
L1FLnI_4q22.1ja,0,44.44566005
L1FLnI_18q21.1f,0,44.44566005
L1FLnI_3p24.1b,0,44.44566005
L1FLI_5q35.2,0,44.44566005
L1FLI_2p11.2,0,44.44566005
L1FLnI_6q21i,0,41.02676313
L1FLnI_18q21.2b,0,41.02676313
L1ORF2_8q21.3,0,41.02676313
L1FLnI_10p11.22c,0,41.02676313
L1FLnI_6q16.1ma,0,41.02676313
L1FLnI_Xq22.3wa,0,41.02676313
L1FLnI_7p22.1a,0,41.02676313
L1FLnI_11q12.1m,0,41.02676313
L1FLnI_18q12.1d,0,41.02676313
L1FLnI_Xp11.23b,0,41.02676313
L1FLnI_2q21.3a,0,41.02676313
L1FLnI_1q23.3c,0,41.02676313
L1FLnI_12p11.1f,0,41.02676313
L1FLI_7q31.1a,0,41.02676313
L1FLnI_7q33n,0,41.02676313
L1FLnI_15q21.2l,0,41.02676313
L1FLnI_4q35.1f,0,41.02676313
L1FLnI_6q21x,0,41.02676313
L1FLI_4q13.3,0,41.02676313
L1FLnI_6p24.3b,0,41.02676313
L1FLnI_13q14.2t,0,41.02676313
L1FLnI_5q23.1f,0,41.02676313
L1ORF2_Xq21.1,0,41.02676313
L1FLnI_9p21.3n,0,41.02676313
L1FLnI_18q11.2d,0,41.02676313
L1FLnI_12q14.1g,0,41.02676313
L1FLnI_8q22.1g,0,41.02676313
L1FLnI_Xp11.23c,0,41.02676313
L1FLnI_2q37.2c,0,41.02676313
L1FLnI_3q13.33ca,0,41.02676313
L1FLnI_3q26.32l,0,41.02676313
L1FLnI_8q23.1j,0,41.02676313
L1FLI_1q25.1b,0,41.02676313
L1FLnI_1p31.1kc,0,41.02676313
L1FLnI_4q13.3e,0,41.02676313
L1FLnI_7q21.3w,0,41.02676313
L1FLnI_12p12.3s,0,41.02676313
L1FLnI_3q26.1w,0,41.02676313
L1FLnI_20p11.21h,0,41.02676313
L1FLnI_2q37.1d,0,41.02676313
L1ORF2_15q21.2,0,41.02676313
L1FLnI_8p11.21c,0,41.02676313
L1FLnI_2p24.1y,0,41.02676313
L1FLnI_3q26.32d,0,41.02676313
L1FLnI_5q14.3j,0,41.02676313
L1FLnI_6q21z,0,41.02676313
L1FLnI_2q24.3c,0,41.02676313
L1ORF2_6q14.2,0,41.02676313
L1FLnI_21q11.2l,0,41.02676313
L1FLnI_14q22.1b,0,41.02676313
L1FLnI_1q25.1q,0,41.02676313
L1FLnI_Xq25cc,0,41.02676313
L1FLnI_5q23.2qa,0,41.02676313
L1FLnI_6p22.1k,0,41.02676313
L1FLnI_9q21.32h,0,41.02676313
L1FLnI_6p12.3i,0,41.02676313
L1FLnI_6q22.31r,0,41.02676313
L1FLnI_1p31.1jc,0,41.02676313
L1FLnI_4q22.1ca,0,41.02676313
L1FLI_7q11.21,0,41.02676313
L1FLnI_2q36.3i,0,41.02676313
L1FLI_8q21.11a,0,37.6078662
L1FLnI_Yp11.2cb,0,37.6078662
L1FLnI_8p23.3h,0,37.6078662
L1FLI_22q13.32,0,37.6078662
L1FLnI_15q21.3ka,0,37.6078662
L1FLI_5q22.1,0,37.6078662
L1FLnI_15q26.3a,0,37.6078662
L1FLnI_14q21.1ga,0,37.6078662
L1FLI_6q23.2,0,37.6078662
L1FLI_16p13.2,0,37.6078662
L1FLnI_Xq13.1l,0,37.6078662
L1FLnI_Xp11.3t,0,37.6078662
L1FLI_3q13.13,0,37.6078662
L1FLnI_4p15.32f,0,37.6078662
L1FLnI_10q21.1ka,0,37.6078662
L1FLnI_11q25b,0,37.6078662
L1FLnI_Xp11.22f,0,37.6078662
L1FLnI_5q14.3g,0,37.6078662
L1FLnI_7q11.1d,0,37.6078662
L1FLnI_18q22.1o,0,37.6078662
L1FLnI_Xp22.32,0,37.6078662
L1FLnI_8q22.1ma,0,37.6078662
L1FLnI_12q21.32aa,0,37.6078662
L1FLnI_9p24.3d,0,37.6078662
L1ORF2_10q25.1,0,37.6078662
L1FLnI_2q32.1x,0,37.6078662
L1ORF2_6q16.3,0,37.6078662
L1FLnI_2q22.3k,0,37.6078662
L1FLnI_9p21.3f,0,37.6078662
L1FLnI_15q25.3j,0,37.6078662
L1FLnI_18p11.32p,0,37.6078662
L1FLI_Xq27.2b,0,37.6078662
L1FLnI_17q24.3e,0,37.6078662
L1FLI_15q23b,0,37.6078662
L1FLI_4q25,0,37.6078662
L1FLnI_2q32.3ca,0,37.6078662
L1ORF2_18p11.21,0,37.6078662
L1FLI_5q21.2,0,37.6078662
L1FLnI_18q12.2c,0,37.6078662
L1FLnI_9q33.2a,0,37.6078662
L1FLnI_2q14.1o,0,37.6078662
L1FLnI_1p32.2e,0,37.6078662
L1FLI_13q12.3,0,37.6078662
L1FLnI_4q31.21b,0,37.6078662
L1ORF2_18p11.23,0,37.6078662
L1FLI_1q31.1a,0,37.6078662
L1FLnI_9q31.3h,0,37.6078662
L1FLnI_4p16.1l,0,37.6078662
L1FLnI_7q22.1b,0,37.6078662
L1FLnI_2q24.2e,0,37.6078662
L1FLnI_5q14.3wa,0,37.6078662
L1FLI_5p13.1,0,37.6078662
L1FLnI_4q13.3cb,0,37.6078662
L1FLnI_16q12.1e,0,37.6078662
L1FLnI_10p12.1c,0,37.6078662
L1FLnI_9p24.1q,0,37.6078662
L1FLnI_4q23f,0,37.6078662
L1FLnI_12q13.11j,0,37.6078662
L1FLnI_2p16.1ha,0,37.6078662
L1FLnI_Xq12a,0,37.6078662
L1FLnI_10q21.1z,0,37.6078662
L1FLnI_4q33g,0,37.6078662
L1FLnI_16q24.1b,0,37.6078662
L1FLnI_8q11.1f,0,37.6078662
L1FLnI_2q33.1d,0,30.77007234
L1FLnI_18p11.31c,0,30.77007234
L1ORF2_18q23,0,30.77007234
L1FLnI_3q21.3d,0,30.77007234
L1FLnI_1p31.1rb,0,30.77007234
L1FLnI_3p22.1m,0,30.77007234
L1FLnI_2q31.2d,0,30.77007234
L1FLnI_5p15.1j,0,30.77007234
L1FLnI_10q25.2b,0,30.77007234
L1FLnI_Xp22.31e,0,30.77007234
L1FLnI_13q22.1e,0,30.77007234
L1FLnI_3q22.2d,0,30.77007234
L1FLnI_9q33.3a,0,30.77007234
L1FLnI_12q21.33f,0,30.77007234
L1FLnI_4q28.1f,0,30.77007234
L1FLnI_4q24ta,0,30.77007234
L1FLnI_9q21.12b,0,30.77007234
L1FLnI_10q25.2f,0,30.77007234
L1FLnI_2p13.1b,0,30.77007234
L1FLnI_14q23.2f,0,30.77007234
L1FLnI_Xp11.21qb,0,30.77007234
L1FLnI_8q21.2j,0,30.77007234
L1ORF2_1p22.3,0,30.77007234
L1FLnI_20p11.1d,0,30.77007234
L1FLnI_11p15.4s,0,30.77007234
L1FLnI_2q36.1a,0,30.77007234
L1FLnI_20p12.1f,0,30.77007234
L1FLnI_3p14.1n,0,30.77007234
L1FLnI_1q41m,0,30.77007234
L1FLnI_7q35l,0,30.77007234
L1FLnI_13q13.3j,0,30.77007234
L1FLnI_5q34la,0,30.77007234
L1FLnI_5q14.3bb,0,30.77007234
L1FLnI_11p15.2h,0,30.77007234
L1FLnI_19q12n,0,30.77007234
L1FLnI_11q24.2p,0,30.77007234
L1FLnI_Xq22.2g,0,30.77007234
L1FLnI_9q21.2a,0,30.77007234
L1FLnI_Xp22.12h,0,30.77007234
L1ORF2_8q12.3,0,30.77007234
L1FLnI_3p22.1b,0,30.77007234
L1FLnI_Xq13.2o,0,30.77007234
L1FLI_18q22.2,0,30.77007234
L1FLnI_12q12ab,0,30.77007234
L1FLnI_18q22.2b,0,30.77007234
L1FLnI_6q16.1ba,0,30.77007234
L1FLnI_4q31.21g,0,30.77007234
L1FLnI_4p15.32d,0,30.77007234
L1FLnI_3p24.1u,0,30.77007234
L1FLnI_17q24.2a,0,30.77007234
L1FLnI_3p26.3g,0,30.77007234
L1FLnI_7p21.2a,0,30.77007234
L1FLI_Xp11.23,0,30.77007234
L1FLnI_20p12.1o,0,30.77007234
L1FLnI_3q13.2d,0,30.77007234
L1FLnI_12q12pa,0,30.77007234
L1FLnI_2q14.3ka,0,30.77007234
L1ORF2_2q31.3,0,30.77007234
L1FLnI_10q11.21f,0,30.77007234
L1FLnI_10q23.1o,0,30.77007234
L1FLnI_12q15o,0,30.77007234
L1FLnI_11q14.3j,0,30.77007234
L1ORF2_10p14,0,30.77007234
L1FLI_4q22.1,0,30.77007234
L1FLnI_7p15.3p,0,30.77007234
L1FLnI_8q13.3h,0,30.77007234
L1FLnI_15q14e,0,30.77007234
L1FLnI_19q13.2e,0,30.77007234
L1ORF2_1p21.1,0,30.77007234
L1FLI_1p13.2,0,30.77007234
L1FLnI_14q21.1ia,0,30.77007234
L1FLnI_Xp22.2aa,0,30.77007234
L1FLnI_6q23.2r,0,30.77007234
L1FLnI_20q12g,0,30.77007234
L1FLnI_15q25.1d,0,30.77007234
L1FLnI_1q31.3f,0,30.77007234
L1FLnI_11q22.1ma,0,30.77007234
L1FLnI_17q21.2a,0,30.77007234
L1FLnI_4q28.1z,0,30.77007234
L1FLnI_14q22.3a,0,30.77007234
L1FLnI_1p22.2a,0,30.77007234
L1FLnI_7p21.2m,0,30.77007234
L1FLnI_3q22.1aa,0,30.77007234
L1FLnI_5q12.3k,0,30.77007234
L1FLnI_3q26.1h,0,30.77007234
L1FLnI_4p16.1i,0,30.77007234
L1FLnI_8q24.21b,0,30.77007234
L1FLI_11q21c,0,30.77007234
L1FLnI_11q22.2c,0,30.77007234
L1FLnI_6q16.1w,0,30.77007234
L1FLI_10q25.1a,0,30.77007234
L1FLI_6q22.1,0,30.77007234
L1FLnI_2q31.1b,0,30.77007234
L1FLnI_2q31.1ca,0,30.77007234
L1FLnI_7p21.1o,0,30.77007234
L1ORF2_8q21.11,0,30.77007234
L1FLnI_12q21.32x,0,30.77007234
L1FLnI_4q24ib,0,30.77007234
L1FLnI_Xq13.3xa,0,30.77007234
L1FLnI_6q24.3h,0,30.77007234
L1FLnI_6p25.1k,0,30.77007234
L1FLnI_6p22.3r,0,30.77007234
L1FLnI_8q21.13g,0,30.77007234
L1FLnI_3p14.2ea,0,30.77007234
L1FLnI_10q24.2k,0,30.77007234
L1FLI_5q14.1,0,30.77007234
L1FLnI_10q21.3f,0,30.77007234
L1FLnI_14q22.3m,0,30.77007234
L1FLnI_2p24.1aa,0,30.77007234
L1FLnI_9p23w,0,30.77007234
L1FLnI_11q13.5g,0,30.77007234
L1FLnI_5p15.2r,0,30.77007234
L1FLnI_4q13.3hb,0,30.77007234
L1FLnI_8q13.3k,0,30.77007234
L1FLnI_4p15.33t,0,30.77007234
L1FLnI_2q34fa,0,30.77007234
L1FLnI_5q14.2c,0,30.77007234
L1ORF2_6q22.31,0,30.77007234
L1FLnI_18p11.32c,0,30.77007234
L1FLnI_Xq11.2k,0,27.35117542
L1FLnI_8q24.21o,0,27.35117542
L1FLnI_9p21.2e,0,27.35117542
L1FLnI_3p21.31f,0,27.35117542
L1FLI_12q22,0,27.35117542
L1ORF2_5q11.2,0,27.35117542
L1FLnI_21q21.1s,0,27.35117542
L1FLnI_5q14.3eb,0,27.35117542
L1FLnI_Xq21.33ka,0,27.35117542
L1FLnI_16q21o,0,27.35117542
L1FLnI_11q23.3d,0,27.35117542
L1FLnI_14q12wa,0,27.35117542
L1FLnI_17q22t,0,27.35117542
L1FLnI_18p11.21h,0,27.35117542
L1FLnI_11q23.1d,0,27.35117542
L1FLnI_9q33.1q,0,27.35117542
L1FLnI_3p24.3xa,0,27.35117542
L1ORF2_4q24,0,27.35117542
L1FLnI_4q25ma,0,27.35117542
L1FLnI_6q24.1o,0,27.35117542
L1FLI_5q21.1,0,27.35117542
L1FLnI_9q22.33j,0,27.35117542
L1FLnI_13q21.32l,0,27.35117542
L1FLnI_4q34.3s,0,27.35117542
L1FLnI_6q16.1oa,0,27.35117542
L1FLnI_2q24.1da,0,27.35117542
L1FLnI_7p11.2m,0,27.35117542
L1FLnI_14q12na,0,27.35117542
L1FLnI_16q24.1a,0,27.35117542
L1FLnI_Xq25z,0,27.35117542
L1FLnI_18q12.1aa,0,27.35117542
L1FLnI_3q13.13n,0,27.35117542
L1FLnI_5q31.1p,0,27.35117542
L1ORF2_7q31.1,0,27.35117542
L1FLnI_17q23.2f,0,27.35117542
L1FLnI_12p13.31m,0,27.35117542
L1FLnI_6q21da,0,27.35117542
L1FLnI_1q21.1e,0,27.35117542
L1FLnI_Xp22.13e,0,27.35117542
L1FLnI_18p11.22i,0,27.35117542
L1FLnI_Xq13.2v,0,27.35117542
L1FLnI_3p11.1ca,0,27.35117542
L1FLnI_11p14.1i,0,27.35117542
L1FLnI_18q21.2j,0,27.35117542
L1FLnI_4q32.3z,0,27.35117542
L1FLI_2q31.1b,0,27.35117542
L1ORF2_7p14.3,0,27.35117542
L1ORF2_8p21.2,0,27.35117542
L1FLnI_6q22.31o,0,27.35117542
L1FLI_16p12.3a,0,27.35117542
L1FLnI_21q22.12,0,27.35117542
L1FLnI_13q31.2d,0,27.35117542
L1FLnI_10p14d,0,27.35117542
L1FLnI_14q23.1g,0,27.35117542
L1FLnI_12q12u,0,27.35117542
L1FLnI_11p13b,0,27.35117542
L1FLnI_3p12.3i,0,27.35117542
L1FLnI_1p35.1d,0,27.35117542
L1FLnI_Xp11.4g,0,27.35117542
L1FLnI_4q32.1ha,0,27.35117542
L1FLnI_18p11.22h,0,27.35117542
L1FLnI_7p13f,0,27.35117542
L1FLnI_4q21.3i,0,27.35117542
L1FLnI_13q14.2z,0,27.35117542
L1FLnI_1p35.2c,0,27.35117542
L1FLnI_20q13.12a,0,27.35117542
L1FLI_1q43,0,27.35117542
L1FLnI_5q15h,0,27.35117542
L1FLnI_17q11.2d,0,27.35117542
L1FLnI_Yp11.32c,0,27.35117542
L1FLnI_5q35.3d,0,27.35117542
L1FLnI_5q35.3h,0,27.35117542
L1FLnI_1p22.2h,0,27.35117542
L1FLnI_14q21.2c,0,27.35117542
L1ORF2_3q13.33,0,27.35117542
L1FLnI_Xp11.3m,0,27.35117542
L1FLnI_2q23.3d,0,27.35117542
L1FLnI_9q22.31g,0,27.35117542
L1FLnI_Xq21.31gb,0,27.35117542
L1FLnI_1p33s,0,27.35117542
L1FLnI_1p21.1p,0,27.35117542
L1FLnI_4q21.21s,0,27.35117542
L1FLI_15q26.1,0,27.35117542
L1FLI_15q23a,0,27.35117542
L1FLnI_2q32.3b,0,27.35117542
L1FLnI_10p11.1i,0,27.35117542
L1FLnI_5q21.1ca,0,27.35117542
L1FLnI_12p12.1t,0,27.35117542
L1FLnI_7q33l,0,27.35117542
L1FLnI_1p12i,0,27.35117542
L1FLnI_4q13.1cb,0,27.35117542
L1FLnI_16q22.1,0,27.35117542
L1FLnI_8q22.2f,0,27.35117542
L1FLnI_8q12.1z,0,27.35117542
L1FLnI_7q31.1na,0,27.35117542
L1FLnI_11q22.1aa,0,27.35117542
L1FLnI_10q21.3a,0,27.35117542
L1FLnI_3q24v,0,27.35117542
L1FLnI_2q35a,0,27.35117542
L1FLnI_3q13.2h,0,27.35117542
L1FLnI_7q34e,0,27.35117542
L1FLI_1q25.1a,0,27.35117542
L1FLnI_2p25.2a,0,27.35117542
L1FLI_1p31.1b,0,27.35117542
L1FLnI_6p23,0,27.35117542
L1FLnI_11q25r,0,27.35117542
L1FLnI_10q26.2a,0,27.35117542
L1FLnI_4p15.33x,0,27.35117542
L1FLnI_1p21.3v,0,27.35117542
L1FLI_3q25.32,0,27.35117542
L1ORF2_Xq25b,0,27.35117542
L1FLnI_7q33o,0,27.35117542
L1FLnI_8q22.3c,0,27.35117542
L1FLnI_7q21.2i,0,27.35117542
L1FLnI_2q23.3a,0,27.35117542
L1ORF2_5p14.3,0,27.35117542
L1FLnI_3q13.32m,0,27.35117542
L1FLnI_12p12.1z,0,27.35117542
L1FLnI_2q21.2l,0,27.35117542
L1FLnI_12q23.1a,0,27.35117542
L1FLnI_13q13.2e,0,27.35117542
L1FLnI_5q23.1k,0,27.35117542
L1FLI_14q12,0,27.35117542
L1FLnI_12p13.2i,0,27.35117542
L1FLnI_Xq12aa,0,27.35117542
L1FLnI_2q24.3m,0,27.35117542
L1FLnI_2q34pa,0,27.35117542
L1FLnI_8q24.23i,0,27.35117542
L1FLnI_13q22.1b,0,27.35117542
L1FLnI_Xq21.2e,0,27.35117542
L1FLnI_6q14.3a,0,27.35117542
L1FLnI_12p13.2d,0,27.35117542
L1FLnI_Xp21.2e,0,27.35117542
L1FLnI_Xq24k,0,27.35117542
L1FLnI_12q15e,0,27.35117542
L1FLnI_7q11.21u,0,27.35117542
L1FLnI_12q23.1k,0,27.35117542
L1FLnI_6p25.3c,0,27.35117542
L1FLnI_Xq13.1o,0,27.35117542
L1FLnI_Xq23r,0,27.35117542
L1ORF2_10p13,0,27.35117542
L1FLnI_4q28.1p,0,27.35117542
L1FLnI_4q24wa,0,27.35117542
L1FLnI_2q24.2u,0,27.35117542
L1FLnI_7q31.33r,0,27.35117542
L1FLnI_8q13.2g,0,27.35117542
L1FLI_Xp22.2a,0,27.35117542
L1FLnI_Xq11.1d,0,27.35117542
L1ORF2_2p12,0,23.93227849
L1FLnI_12q14.2l,0,23.93227849
L1FLnI_13q21.32f,0,23.93227849
L1FLnI_14q11.2a,0,23.93227849
L1FLnI_14q22.3c,0,23.93227849
L1FLnI_Xq22.1ea,0,23.93227849
L1FLnI_8p22l,0,23.93227849
L1FLnI_1q25.3h,0,23.93227849
L1FLnI_1q23.2c,0,23.93227849
L1FLnI_4p11e,0,23.93227849
L1FLnI_5p15.31e,0,23.93227849
L1FLnI_7q21.3s,0,23.93227849
L1FLnI_11p14.3o,0,23.93227849
L1FLnI_11p14.1a,0,23.93227849
L1FLnI_13q33.1d,0,23.93227849
L1FLnI_14q23.3h,0,23.93227849
L1FLnI_16q12.1h,0,23.93227849
L1FLnI_Xq21.1jc,0,23.93227849
L1ORF2_18q12.3b,0,23.93227849
L1ORF2_Xq28,0,23.93227849
L1FLnI_1p31.1ab,0,23.93227849
L1FLnI_3q13.31b,0,23.93227849
L1FLnI_3q21.3a,0,23.93227849
L1FLnI_4q13.1fb,0,23.93227849
L1FLnI_4q35.1e,0,23.93227849
L1FLnI_9q21.31e,0,23.93227849
L1FLI_18q12.2,0,23.93227849
L1FLnI_20p11.21k,0,23.93227849
L1ORF2_1p33,0,23.93227849
L1FLnI_6q14.3b,0,23.93227849
L1FLnI_18q21.1d,0,23.93227849
L1FLnI_5q23.2y,0,23.93227849
L1FLnI_5p14.3a,0,23.93227849
L1FLnI_8q13.2e,0,23.93227849
L1FLnI_2p14g,0,23.93227849
L1FLnI_16q12.2e,0,23.93227849
L1FLnI_4q31.21m,0,23.93227849
L1FLnI_1q25.2i,0,23.93227849
L1FLnI_11q13.4a,0,23.93227849
L1FLnI_3q23t,0,23.93227849
L1FLnI_9p24.1d,0,23.93227849
L1FLnI_2q36.1b,0,23.93227849
L1FLnI_3p12.3d,0,23.93227849
L1FLnI_4q35.2f,0,23.93227849
L1FLnI_8q21.2m,0,23.93227849
L1FLnI_11q21f,0,23.93227849
L1FLI_Xp22.11,0,23.93227849
L1ORF2_Xq27.3,0,23.93227849
L1FLnI_7p21.3f,0,23.93227849
L1FLnI_5q14.2h,0,23.93227849
L1ORF2_8q21.13,0,23.93227849
L1ORF2_12q15,0,23.93227849
L1FLnI_Xq25db,0,23.93227849
L1FLnI_3q26.32g,0,23.93227849
L1FLnI_11q22.1r,0,23.93227849
L1FLnI_2q35o,0,23.93227849
L1FLnI_8q21.13qa,0,23.93227849
L1FLnI_6q16.1g,0,23.93227849
L1FLnI_Xq13.2e,0,23.93227849
L1FLnI_11p15.2j,0,23.93227849
L1FLnI_2q31.1x,0,23.93227849
L1FLnI_4q28.1ba,0,23.93227849
L1FLnI_11p11.12e,0,23.93227849
L1FLnI_7p15.3d,0,23.93227849
L1FLnI_13q12.11f,0,23.93227849
L1FLnI_4q13.2p,0,23.93227849
L1FLnI_2q23.3u,0,23.93227849
L1FLnI_5q11.2la,0,23.93227849
L1FLI_4q33,0,23.93227849
L1FLnI_5q23.1o,0,23.93227849
L1FLnI_9q21.13p,0,23.93227849
L1FLnI_13q31.3k,0,23.93227849
L1FLnI_5p12c,0,23.93227849
L1FLnI_7q21.11k,0,23.93227849
L1FLnI_17p13.3g,0,23.93227849
L1FLnI_Xp11.22j,0,23.93227849
L1FLnI_18q12.3f,0,23.93227849
L1FLnI_6p25.3b,0,23.93227849
L1FLnI_9q21.31c,0,23.93227849
L1FLnI_6q24.1r,0,23.93227849
L1FLnI_3q22.2g,0,23.93227849
L1ORF2_3q27.3a,0,23.93227849
L1FLnI_12q13.2m,0,23.93227849
L1FLnI_8q21.3f,0,23.93227849
L1FLnI_8q22.2o,0,23.93227849
L1FLnI_5q31.1v,0,23.93227849
L1FLnI_Xq28y,0,23.93227849
L1FLnI_Xq12h,0,23.93227849
L1FLnI_6q22.1ga,0,23.93227849
L1FLnI_3p12.3k,0,23.93227849
L1FLnI_4q21.23c,0,23.93227849
L1FLnI_5q23.3a,0,23.93227849
L1FLnI_11p15.3o,0,23.93227849
L1FLnI_12p12.1e,0,23.93227849
L1FLnI_2q23.1h,0,23.93227849
L1FLnI_14q12pa,0,23.93227849
L1FLnI_10p12.31g,0,23.93227849
L1FLI_16q21,0,23.93227849
L1FLnI_5q12.1j,0,23.93227849
L1FLnI_6q14.3n,0,23.93227849
L1FLnI_6q22.1h,0,23.93227849
L1FLnI_8q12.1ha,0,23.93227849
L1FLnI_2q34o,0,23.93227849
L1FLnI_5q14.2m,0,23.93227849
L1FLnI_6q22.33d,0,23.93227849
L1FLnI_4q32.3d,0,23.93227849
L1FLnI_1p22.2e,0,23.93227849
L1FLnI_14q21.3i,0,23.93227849
L1FLnI_20q12d,0,23.93227849
L1FLnI_10q23.33h,0,23.93227849
L1FLnI_6p22.3c,0,23.93227849
L1FLnI_Xq24h,0,23.93227849
L1FLnI_9q21.33n,0,23.93227849
L1FLnI_11p15.2l,0,23.93227849
L1FLnI_13q32.2b,0,23.93227849
L1FLnI_7p14.3h,0,23.93227849
L1FLnI_2q21.2c,0,23.93227849
L1FLI_1q31.1b,0,23.93227849
L1FLnI_2q24.2p,0,23.93227849
L1FLnI_12q21.31c,0,23.93227849
L1FLnI_3q13.13d,0,23.93227849
L1FLnI_20p12.3m,0,23.93227849
L1ORF2_5q14.2,0,23.93227849
L1FLnI_2p21c,0,23.93227849
L1FLnI_8q23.1v,0,23.93227849
L1FLnI_Xq21.31k,0,23.93227849
L1FLnI_14q31.1g,0,23.93227849
L1FLnI_12q21.32i,0,23.93227849
L1FLnI_2p12p,0,23.93227849
L1FLnI_10q22.3i,0,23.93227849
L1FLnI_13q12.3h,0,23.93227849
L1FLnI_6q16.3ba,0,23.93227849
L1FLnI_10q26.3a,0,23.93227849
L1FLnI_6p22.3p,0,23.93227849
L1FLI_7p12.2,0,23.93227849
L1FLnI_13q13.3m,0,23.93227849
L1FLnI_3p11.1n,0,23.93227849
L1FLnI_4q12ka,0,23.93227849
L1FLnI_1q41w,0,23.93227849
L1FLnI_14q21.2o,0,23.93227849
L1FLnI_17q23.2d,0,23.93227849
L1FLnI_1p31.1ya,0,23.93227849
L1FLnI_11q14.2g,0,23.93227849
L1FLnI_4q13.3n,0,23.93227849
L1FLnI_5p14.1h,0,23.93227849
L1FLnI_9q21.32g,0,23.93227849
L1FLnI_1p12y,0,23.93227849
L1FLnI_17q21.33a,0,23.93227849
L1FLnI_2q24.2o,0,23.93227849
L1FLnI_2p24.2g,0,23.93227849
L1FLnI_3q22.1j,0,23.93227849
L1FLnI_17p13.3h,0,23.93227849
L1FLnI_5p13.2j,0,23.93227849
L1FLnI_5q14.1x,0,23.93227849
L1FLnI_7q35n,0,23.93227849
L1FLnI_11q14.2r,0,23.93227849
L1FLnI_10q23.1wa,0,23.93227849
L1FLnI_Xq28l,0,23.93227849
L1FLnI_1p13.2i,0,23.93227849
L1FLnI_8q21.13cb,0,23.93227849
L1FLnI_1q25.1f,0,23.93227849
L1FLnI_11q22.3fa,0,23.93227849
L1FLnI_10q23.1u,0,23.93227849
L1FLnI_2p12db,0,23.93227849
L1FLnI_4q27t,0,23.93227849
L1FLnI_4q32.1la,0,23.93227849
L1FLnI_6q22.31e,0,23.93227849
