transcript,MCF10A,MDAMB436
L1FLnI_9p11.2e,58.61364086,92.31021703
L1FLnI_13q12.3e,58.61364086,23.93227849
L1FLnI_11p13q,54.95028831,0
L1FLnI_8q11.21g,54.95028831,102.5669078
L1FLnI_11p15.2k,54.95028831,54.70235083
L1FLnI_4q25qa,54.95028831,20.51338156
L1FLnI_16q12.2d,54.95028831,129.9180832
L1FLnI_18p11.21q,54.95028831,20.51338156
L1FLnI_9p24.1f,54.95028831,314.5385173
L1FLnI_22p11.2k,54.95028831,20.51338156
L1FLnI_6q22.1ja,54.95028831,85.47242318
L1FLnI_4q24p,54.95028831,0
L1FLnI_1q24.2g,51.28693575,126.4991863
L1FLnI_7q21.13s,51.28693575,0
L1FLnI_3q11.2x,51.28693575,0
L1FLnI_7p14.3d,51.28693575,225.6471972
L1FLnI_12q23.1m,51.28693575,99.14801089
L1FLnI_3p22.3d,51.28693575,37.6078662
L1FLnI_10q24.31a,51.28693575,126.4991863
L1FLI_4q21.21a,51.28693575,102.5669078
L1FLnI_13q32.1b,51.28693575,0
L1FLnI_6q14.3xa,51.28693575,20.51338156
L1FLnI_9p22.3k,51.28693575,51.28345391
L1FLnI_7q22.1a,51.28693575,30318.77795
L1FLnI_2q11.1c,51.28693575,0
L1FLnI_3q12.1c,51.28693575,160.6881556
L1FLnI_6q24.2j,51.28693575,276.9306511
L1FLnI_13q32.1c,51.28693575,30.77007234
L1FLnI_2q32.3da,51.28693575,13.67558771
L1FLnI_18q12.2d,51.28693575,6.837793854
L1FLnI_12p11.22i,51.28693575,13.67558771
L1FLnI_12p13.32e,51.28693575,47.86455698
L1FLnI_4q21.21d,51.28693575,78.63462932
L1FLnI_9q13i,51.28693575,92.31021703
L1FLnI_15q25.2j,47.6235832,13.67558771
L1FLnI_8q23.3a,47.6235832,37.6078662
L1FLnI_Yq11.221qa,47.6235832,0
L1FLnI_7p14.1w,47.6235832,23.93227849
L1FLnI_1p32.2d,47.6235832,54.70235083
L1FLnI_17p12b,47.6235832,13.67558771
L1FLnI_1q25.1g,47.6235832,75.2157324
L1FLnI_5p15.33b,47.6235832,105.9858047
L1FLnI_13q13.2b,47.6235832,6.837793854
L1FLnI_12p13.32f,47.6235832,123.0802894
L1FLnI_11q21r,47.6235832,82.05352625
L1FLnI_4q13.3ta,47.6235832,68.37793854
L1FLnI_8q24.3c,47.6235832,30.77007234
L1FLnI_Xq21.1vd,47.6235832,0
L1FLnI_Xq21.1xd,47.6235832,0
L1FLnI_8q24.21e,47.6235832,205.1338156
L1FLnI_16p11.2h,47.6235832,58.12124776
L1FLnI_11p14.1m,47.6235832,99.14801089
L1FLnI_9q21.11i,47.6235832,88.8913201
L1FLI_10q25.1b,47.6235832,64.95904161
L1FLnI_7p21.3e,47.6235832,464.9699821
L1FLnI_3p14.2r,47.6235832,10.25669078
L1FLnI_4q26ra,47.6235832,13.67558771
L1FLnI_14q12ra,43.96023064,215.3905064
L1FLnI_9q21.12g,43.96023064,181.2015371
L1FLnI_5q12.1n,43.96023064,82.05352625
L1FLnI_8q11.21e,43.96023064,0
L1FLnI_3q26.32u,43.96023064,6.837793854
L1FLnI_5q12.3q,43.96023064,6.837793854
L1FLnI_12q13.12,43.96023064,27.35117542
L1FLnI_Xq21.1yd,43.96023064,17.09448464
L1FLnI_6q22.1y,43.96023064,116.2424955
L1FLnI_6p24.2a,43.96023064,0
L1FLnI_13q14.11h,43.96023064,147.0125679
L1FLnI_7q11.21v,43.96023064,0
L1FLnI_4q25f,43.96023064,0
L1FLnI_3p25.2a,43.96023064,10.25669078
L1FLnI_Xq23ab,43.96023064,232.484991
L1FLnI_7q31.2k,43.96023064,13.67558771
L1FLnI_15q21.3ea,43.96023064,105.9858047
L1FLnI_4q24ya,43.96023064,205.1338156
L1FLnI_12p12.2j,43.96023064,290.6062388
L1FLnI_18q21.31f,43.96023064,37.6078662
L1FLnI_10p11.1a,43.96023064,41.02676313
L1FLnI_11q14.2s,43.96023064,6.837793854
L1FLnI_11q14.1r,43.96023064,10.25669078
L1FLnI_2q31.1ba,43.96023064,47.86455698
L1FLnI_21q22.13b,43.96023064,105.9858047
L1FLnI_5q12.3s,43.96023064,208.5527126
L1FLnI_21p11.2k,43.96023064,20.51338156
L1FLnI_3q26.2f,40.29687809,20.51338156
L1FLnI_10p11.22d,40.29687809,88.8913201
L1FLnI_12q13.11e,40.29687809,352.1463835
L1FLnI_10p11.22f,40.29687809,27.35117542
L1FLnI_9q31.3e,40.29687809,102.5669078
L1FLnI_1q21.3d,40.29687809,0
L1FLnI_6q27c,40.29687809,27.35117542
L1FLnI_5p13.3t,40.29687809,0
L1FLnI_9q22.33a,40.29687809,27.35117542
L1FLnI_16q23.3a,40.29687809,0
L1FLnI_3q26.32p,40.29687809,0
L1FLnI_1p11.2f,40.29687809,41.02676313
L1FLnI_3q13.11j,40.29687809,0
L1FLnI_22q11.23a,40.29687809,41.02676313
L1FLnI_17q23.2c,40.29687809,78.63462932
L1FLnI_17q12b,40.29687809,112.8235986
L1FLnI_7q34f,40.29687809,194.8771248
L1FLnI_14q31.3ga,40.29687809,13.67558771
L1FLnI_10q23.33c,40.29687809,95.72911396
L1FLnI_10p15.3b,40.29687809,0
L1FLnI_4q21.21c,40.29687809,95.72911396
L1FLnI_Xp11.3ja,40.29687809,116.2424955
L1FLnI_3p22.3a,40.29687809,6.837793854
L1FLnI_9p24.3a,40.29687809,47.86455698
L1FLnI_2q32.2e,40.29687809,0
L1FLnI_15q13.3d,32.97017298,82.05352625
L1FLnI_15q21.2o,32.97017298,0
L1ORF2_10q23.1,32.97017298,64.95904161
L1FLnI_9q22.32a,32.97017298,37.6078662
L1FLnI_6p24.1b,32.97017298,85.47242318
L1FLnI_6q24.2d,32.97017298,23.93227849
L1FLnI_3q11.2ca,32.97017298,0
L1FLnI_1q42.13b,32.97017298,0
L1FLnI_2q11.2m,32.97017298,51.28345391
L1FLnI_10q21.1g,32.97017298,71.79683547
L1FLnI_Xq24p,32.97017298,188.039331
L1FLnI_12q13.3b,32.97017298,0
L1FLnI_Xq11.2l,32.97017298,20.51338156
L1FLnI_7q21.12a,32.97017298,13.67558771
L1FLnI_Xp11.21nb,32.97017298,27.35117542
L1FLnI_4q31.21p,32.97017298,23.93227849
L1FLnI_5q33.1z,32.97017298,0
L1FLnI_3q12.2b,32.97017298,27.35117542
L1FLnI_9p21.1la,32.97017298,23.93227849
L1FLnI_7p14.3q,32.97017298,95.72911396
L1FLnI_10p15.3d,32.97017298,41.02676313
L1FLnI_22p11.2g,32.97017298,10.25669078
L1FLnI_4p16.2i,32.97017298,0
L1FLnI_9p11.2a,32.97017298,656.42821
L1FLnI_16p13.13,32.97017298,37.6078662
L1FLnI_5q15m,32.97017298,27.35117542
L1FLnI_9p11.2f,32.97017298,27.35117542
L1FLnI_9q13g,32.97017298,594.8880653
L1FLnI_14q23.1aa,32.97017298,13.67558771
L1FLI_1p31.1d,32.97017298,58.12124776
L1FLnI_6q23.2m,32.97017298,95.72911396
L1FLnI_1p12x,32.97017298,0
L1FLnI_Yp11.2w,29.30682043,0
L1FLnI_Xq13.2fa,29.30682043,85.47242318
L1FLnI_13q12.12h,29.30682043,17.09448464
L1FLnI_9q22.31d,29.30682043,311.1196204
L1FLnI_5q32d,29.30682043,27.35117542
L1FLnI_6q12f,29.30682043,51.28345391
L1FLnI_6p12.2h,29.30682043,61.54014469
L1FLnI_11p15.1l,29.30682043,164.1070525
L1FLnI_20p12.1h,29.30682043,17.09448464
L1FLnI_5q23.1aa,29.30682043,20.51338156
L1FLnI_Xp11.22ka,29.30682043,85.47242318
L1FLnI_3q22.3c,29.30682043,17.09448464
L1FLnI_3q22.2a,29.30682043,30.77007234
L1FLnI_2q37.3d,29.30682043,215.3905064
L1FLnI_11p14.1d,29.30682043,61.54014469
L1FLnI_2q13e,29.30682043,20.51338156
L1FLnI_15q26.3g,29.30682043,10.25669078
L1FLnI_8q12.3d,29.30682043,6.837793854
L1FLnI_8q24.3a,29.30682043,136.7558771
L1FLnI_14q21.1ba,29.30682043,20.51338156
L1FLnI_2q21.3f,29.30682043,41.02676313
L1FLnI_4q28.1s,29.30682043,23.93227849
L1FLnI_2p14k,29.30682043,126.4991863
L1FLnI_1p22.2s,29.30682043,37.6078662
L1FLnI_10q11.21i,29.30682043,0
L1FLnI_1q43o,29.30682043,6.837793854
L1FLnI_6q22.33i,29.30682043,78.63462932
L1FLnI_3q26.33i,29.30682043,78.63462932
L1FLnI_10q22.2c,29.30682043,44.44566005
L1FLnI_9q31.2b,29.30682043,64.95904161
L1FLnI_Xp22.31c,29.30682043,194.8771248
L1FLnI_14q21.1t,29.30682043,20.51338156
L1FLnI_16q22.2d,29.30682043,177.7826402
L1FLnI_5q11.1b,29.30682043,0
L1FLnI_9p22.3f,29.30682043,27.35117542
L1FLnI_6q14.1bc,29.30682043,10.25669078
L1FLnI_Xq24m,29.30682043,10.25669078
L1FLnI_7q11.21i,29.30682043,37.6078662
L1FLnI_2q11.2f,25.64346788,17.09448464
L1FLnI_8q23.1r,25.64346788,17.09448464
L1FLnI_4p12q,25.64346788,95.72911396
L1FLnI_8q12.3o,25.64346788,0
L1FLnI_14q23.3m,25.64346788,119.6613924
L1FLnI_8q21.3ca,25.64346788,112.8235986
L1FLnI_4q24k,25.64346788,0
L1FLnI_6q22.31p,25.64346788,116.2424955
L1FLnI_8q11.21c,25.64346788,13.67558771
L1FLnI_4q28.2m,25.64346788,0
L1FLnI_11p13o,25.64346788,0
L1FLnI_3p14.1p,25.64346788,23.93227849
L1FLnI_2q33.1g,25.64346788,64.95904161
L1FLnI_6q24.2i,25.64346788,0
L1FLnI_11p13f,25.64346788,92.31021703
L1FLnI_1q23.3e,25.64346788,6.837793854
L1FLnI_Xp11.21fb,25.64346788,64.95904161
L1FLnI_6q16.1ca,25.64346788,174.3637433
L1FLnI_22p11.2d,25.64346788,10.25669078
L1FLnI_6p25.3e,25.64346788,297.4440327
L1FLnI_4q34.3b,25.64346788,17.09448464
L1FLnI_11q24.3f,25.64346788,147.0125679
L1FLnI_4p16.2j,25.64346788,10.25669078
L1FLnI_4q21.3g,25.64346788,0
L1FLnI_9p24.3c,25.64346788,0
L1FLnI_10q25.1ga,25.64346788,58.12124776
L1FLnI_4q21.23b,25.64346788,13.67558771
L1FLnI_6q25.1h,25.64346788,0
L1FLnI_5q13.3g,25.64346788,41.02676313
L1FLnI_11q13.4g,25.64346788,58.12124776
L1FLnI_Xq22.3aa,25.64346788,92.31021703
L1FLnI_8q22.2c,25.64346788,17.09448464
L1FLnI_9q21.33q,25.64346788,324.7952081
L1FLnI_1p22.2l,25.64346788,13395.23816
L1FLnI_Xq13.2ga,25.64346788,23.93227849
L1FLnI_2p15a,25.64346788,64.95904161
L1FLnI_5q33.1y,25.64346788,23.93227849
L1FLnI_12q23.2a,25.64346788,17.09448464
L1FLnI_10q23.31z,25.64346788,0
L1FLnI_4q13.1ia,25.64346788,30.77007234
L1FLnI_5q13.2c,25.64346788,10.25669078
L1FLnI_8q21.13na,25.64346788,10.25669078
L1FLnI_10p11.22t,21.98011532,0
L1FLnI_3q12.1j,21.98011532,0
L1FLnI_3q13.11o,21.98011532,0
L1FLnI_5q23.2i,21.98011532,27.35117542
L1FLnI_7q36.1o,21.98011532,23.93227849
L1FLnI_6p25.1g,21.98011532,119.6613924
L1FLnI_4q28.2j,21.98011532,27.35117542
L1FLnI_10q24.2a,21.98011532,23.93227849
L1ORF2_11q14.3,21.98011532,13.67558771
L1FLnI_11p13l,21.98011532,75.2157324
L1FLnI_4p14o,21.98011532,0
L1FLnI_5q34ea,21.98011532,10.25669078
L1FLnI_3q21.2b,21.98011532,488.9022606
L1FLnI_4q28.1ka,21.98011532,30.77007234
L1FLnI_14q12sa,21.98011532,58.12124776
L1FLnI_4q25p,21.98011532,68.37793854
L1FLnI_2q35b,21.98011532,0
L1FLnI_2q33.3i,21.98011532,6.837793854
L1FLnI_6p21.32b,21.98011532,61.54014469
L1FLnI_1q32.1l,21.98011532,0
L1FLnI_8q24.21g,21.98011532,27.35117542
L1FLnI_13q14.11a,21.98011532,44.44566005
L1FLnI_3p25.1i,21.98011532,27.35117542
L1FLnI_19q11c,21.98011532,6.837793854
L1FLnI_18q12.3y,21.98011532,10.25669078
L1FLnI_7p14.2h,21.98011532,20.51338156
L1FLnI_13q14.11i,21.98011532,30.77007234
L1FLnI_3q21.3b,21.98011532,0
L1FLnI_12p12.2f,21.98011532,23.93227849
L1FLnI_17p13.1a,21.98011532,123.0802894
L1FLnI_11q13.5f,21.98011532,23.93227849
L1FLI_11q14.1,21.98011532,0
L1FLnI_Xq23bb,21.98011532,27.35117542
L1FLnI_13q31.1f,21.98011532,10.25669078
L1FLnI_3q25.31b,21.98011532,123.0802894
L1FLnI_2q37.1g,21.98011532,54.70235083
L1FLnI_2q33.1a,21.98011532,27.35117542
L1FLnI_8p11.23c,21.98011532,6.837793854
L1FLnI_12q14.1ma,21.98011532,54.70235083
L1FLnI_Xp11.21za,21.98011532,47.86455698
L1FLnI_6q16.2a,21.98011532,30.77007234
L1FLnI_11q24.2c,21.98011532,6.837793854
L1FLnI_19q13.12c,21.98011532,6.837793854
L1FLnI_2p15i,21.98011532,27.35117542
L1FLnI_1q21.3c,21.98011532,0
L1FLnI_2p22.2f,21.98011532,20.51338156
L1FLnI_6q21s,21.98011532,68.37793854
L1FLnI_1p22.1m,21.98011532,10.25669078
L1FLnI_2p15o,21.98011532,6.837793854
L1FLI_15q21.3,21.98011532,58.12124776
L1FLnI_3q13.2e,21.98011532,71.79683547
L1FLnI_13q32.1d,21.98011532,37.6078662
L1FLnI_11p13r,21.98011532,54.70235083
L1FLnI_7q11.21j,21.98011532,23.93227849
L1FLnI_20p11.23i,21.98011532,10.25669078
L1FLnI_9q31.1s,21.98011532,41.02676313
L1FLnI_14q21.3aa,18.31676277,27.35117542
L1FLI_8q24.13,18.31676277,44.44566005
L1FLnI_1q41q,18.31676277,23.93227849
L1FLnI_4p15.2y,18.31676277,23.93227849
L1FLnI_7q11.23a,18.31676277,47.86455698
L1FLnI_18p11.21p,18.31676277,10.25669078
L1FLnI_10p15.1a,18.31676277,0
L1FLnI_13q13.3b,18.31676277,0
L1FLnI_Xp11.21dc,18.31676277,711.1305608
L1FLnI_8p21.2h,18.31676277,6.837793854
L1FLnI_13q14.3i,18.31676277,20.51338156
L1FLnI_11q14.2z,18.31676277,6.837793854
L1FLnI_3q22.3d,18.31676277,6.837793854
L1FLnI_4q26b,18.31676277,47.86455698
L1FLnI_4q32.1a,18.31676277,0
L1FLnI_1p31.3d,18.31676277,10.25669078
L1FLnI_1q42.12a,18.31676277,6.837793854
L1FLnI_11q14.1fa,18.31676277,6.837793854
L1FLnI_7q36.1a,18.31676277,164.1070525
L1FLnI_7p14.1k,18.31676277,17.09448464
L1FLnI_11p12xa,18.31676277,553.8613022
L1FLnI_Xq12eb,18.31676277,27.35117542
L1FLnI_2q23.1e,18.31676277,23.93227849
L1ORF2_1p31.1,18.31676277,194.8771248
L1FLnI_19q13.11f,18.31676277,61.54014469
L1FLnI_11p15.4ca,18.31676277,0
L1FLI_Xp11.22,18.31676277,27.35117542
L1FLnI_2q14.1fa,18.31676277,0
L1FLnI_4p15.31n,18.31676277,47.86455698
L1FLnI_13q14.2v,18.31676277,27.35117542
L1FLnI_12q21.31s,18.31676277,27.35117542
L1FLnI_9p24.1g,18.31676277,249.5794757
L1FLnI_9p22.3j,18.31676277,0
L1FLnI_9p24.2h,18.31676277,17.09448464
L1FLnI_3q13.11m,18.31676277,0
L1FLnI_11q13.4e,18.31676277,10.25669078
L1FLnI_12q21.32z,18.31676277,47.86455698
L1FLnI_2p22.3a,18.31676277,17.09448464
L1FLI_5q21.3,18.31676277,23.93227849
L1FLnI_1p22.3n,18.31676277,23.93227849
L1FLnI_4q32.3ea,18.31676277,0
L1FLnI_4q24l,18.31676277,0
L1FLnI_9p22.3p,18.31676277,0
L1FLnI_18q11.2c,18.31676277,27.35117542
L1FLnI_1p31.3a,18.31676277,6.837793854
L1FLnI_2p24.1c,18.31676277,88.8913201
L1FLnI_2q13c,18.31676277,157.2692586
L1FLnI_4q22.1l,18.31676277,0
L1FLI_6p21.1,18.31676277,44.44566005
L1FLnI_6q25.3d,18.31676277,20.51338156
L1FLnI_1p13.2e,18.31676277,13.67558771
L1FLnI_20q13.12d,18.31676277,0
L1FLnI_1p31.1ka,18.31676277,23.93227849
L1FLnI_8q23.1i,18.31676277,13.67558771
L1FLnI_2p13.3b,18.31676277,6.837793854
L1FLnI_7p14.2a,18.31676277,37.6078662
L1FLnI_1q24.1d,18.31676277,27.35117542
L1FLnI_2q33.3g,18.31676277,27.35117542
L1FLnI_7q22.1h,18.31676277,64.95904161
L1FLnI_9q22.32g,18.31676277,30.77007234
L1FLnI_9p24.1i,18.31676277,0
L1FLnI_14q22.2g,18.31676277,13.67558771
L1FLnI_3q21.2c,18.31676277,160.6881556
L1ORF2_3p26.1,18.31676277,23.93227849
L1FLnI_18q21.2n,18.31676277,92.31021703
L1FLnI_5q12.1o,18.31676277,0
L1FLnI_4q21.21u,18.31676277,239.3227849
L1FLnI_Xp11.21ya,18.31676277,20.51338156
L1FLnI_8p22n,18.31676277,0
L1FLnI_6q22.1d,18.31676277,0
L1FLnI_Xp11.3s,18.31676277,20.51338156
L1FLnI_1q42.13c,18.31676277,6.837793854
L1FLnI_2p14a,18.31676277,20.51338156
L1FLnI_Xq21.1aa,18.31676277,20.51338156
L1FLnI_3q22.3k,18.31676277,0
L1FLnI_14q23.3j,18.31676277,30.77007234
L1FLnI_6q25.3j,18.31676277,71.79683547
L1FLnI_Xq22.2a,18.31676277,20.51338156
L1FLnI_3p24.3db,18.31676277,147.0125679
L1FLnI_5q11.2t,18.31676277,44.44566005
L1FLnI_Yq11.21o,18.31676277,6.837793854
L1FLnI_11q21q,18.31676277,88.8913201
L1FLnI_4q28.1ja,18.31676277,30.77007234
L1FLnI_4q23k,18.31676277,0
L1FLnI_9p21.3i,18.31676277,1241.059585
L1FLnI_Yp11.2oa,18.31676277,0
L1FLnI_11q14.2l,18.31676277,47.86455698
L1FLnI_7q31.1u,18.31676277,0
L1FLnI_3p11.2a,18.31676277,519.6723329
L1FLnI_2p23.2a,18.31676277,54.70235083
L1FLnI_12p13.33b,18.31676277,13.67558771
L1FLnI_3p14.3q,18.31676277,27.35117542
L1FLnI_8q21.13la,18.31676277,13.67558771
L1FLnI_2p16.3o,18.31676277,17.09448464
L1FLnI_9q22.32b,18.31676277,27.35117542
L1FLnI_5q14.1i,18.31676277,27.35117542
L1FLnI_7p15.3f,18.31676277,13.67558771
L1FLnI_7p11.2h,18.31676277,17.09448464
L1FLnI_1p31.3j,14.65341021,13.67558771
L1FLnI_3p24.2e,14.65341021,13.67558771
L1FLnI_3p21.1a,14.65341021,263.2550634
L1FLnI_3q13.13ba,14.65341021,41.02676313
L1FLnI_7p14.3p,14.65341021,194.8771248
L1FLnI_7q31.32h,14.65341021,44.44566005
L1FLnI_8p11.1f,14.65341021,30.77007234
L1FLnI_Xp21.1v,14.65341021,30.77007234
L1FLnI_4q24n,14.65341021,17.09448464
L1FLnI_5p13.3s,14.65341021,0
L1FLnI_6p12.3j,14.65341021,0
L1FLnI_1p11.2i,14.65341021,0
L1FLnI_1q24.1a,14.65341021,41.02676313
L1FLnI_1q25.2p,14.65341021,109.4047017
L1FLnI_2q14.2f,14.65341021,37.6078662
L1FLnI_3q13.31l,14.65341021,44.44566005
L1FLnI_3q23v,14.65341021,44.44566005
L1FLnI_4q22.3f,14.65341021,17.09448464
L1FLnI_5q14.3fb,14.65341021,23.93227849
L1FLnI_6p11.2f,14.65341021,37.6078662
L1FLnI_9p21.1a,14.65341021,13.67558771
L1FLnI_9p21.1ma,14.65341021,0
L1FLnI_11q22.3ba,14.65341021,51.28345391
L1FLnI_13q12.3l,14.65341021,47.86455698
L1FLnI_Xq21.33h,14.65341021,30.77007234
L1FLnI_Xq27.1u,14.65341021,0
L1FLnI_5q31.2e,14.65341021,0
L1FLnI_9p21.3c,14.65341021,17.09448464
L1FLI_Xq11.2,14.65341021,20.51338156
L1FLnI_3q13.11l,14.65341021,0
L1FLnI_9q33.3f,14.65341021,0
L1FLnI_3p21.31d,14.65341021,0
L1FLnI_9p24.1b,14.65341021,30.77007234
L1FLnI_9q31.2l,14.65341021,0
L1FLnI_Xq22.3y,14.65341021,1476.963473
L1FLnI_Xq23x,14.65341021,17.09448464
L1FLnI_Xq26.2e,14.65341021,17.09448464
L1FLnI_1q21.3a,14.65341021,0
L1FLI_11q21a,14.65341021,30.77007234
L1FLnI_16q12.1j,14.65341021,23.93227849
L1FLnI_7q31.1wa,14.65341021,0
L1FLnI_12q14.1r,14.65341021,0
L1FLnI_14q23.1l,14.65341021,17.09448464
L1FLnI_1p11.2d,14.65341021,30.77007234
L1FLnI_12q23.3o,14.65341021,0
L1FLnI_6q14.2h,14.65341021,10.25669078
L1FLnI_4q22.1a,14.65341021,37.6078662
L1FLnI_1p32.1d,14.65341021,23.93227849
L1FLnI_1p22.2o,14.65341021,37.6078662
L1FLnI_3q22.1p,14.65341021,17.09448464
L1FLnI_3q25.32m,14.65341021,37.6078662
L1FLnI_6q24.2c,14.65341021,0
L1FLnI_7q11.23e,14.65341021,0
L1FLnI_10q21.1pa,14.65341021,27.35117542
L1FLnI_10q25.1s,14.65341021,44.44566005
L1FLnI_15q25.3v,14.65341021,6.837793854
L1FLnI_Xp11.23d,14.65341021,54.70235083
L1FLnI_2q31.2a,14.65341021,37.6078662
L1FLI_4q22.2,14.65341021,27.35117542
L1FLnI_4q23u,14.65341021,30.77007234
L1FLnI_5q14.2b,14.65341021,17.09448464
L1FLnI_5q21.3p,14.65341021,58.12124776
L1FLnI_11q24.2h,14.65341021,0
L1FLnI_12q13.11f,14.65341021,0
L1FLnI_15q23h,14.65341021,17.09448464
L1FLnI_19q12q,14.65341021,0
L1FLnI_Xq21.31x,14.65341021,13.67558771
L1FLnI_1q42.12d,14.65341021,0
L1FLnI_3q21.2a,14.65341021,17.09448464
L1FLnI_17p13.1c,14.65341021,0
L1FLnI_4q32.3da,14.65341021,683.7793854
L1FLnI_1q21.1d,14.65341021,0
L1FLnI_12p12.1g,14.65341021,6.837793854
L1FLnI_11q24.3d,14.65341021,13.67558771
L1ORF2_3q22.3,14.65341021,13.67558771
L1FLnI_11p14.3e,14.65341021,23.93227849
L1FLnI_1q31.3r,14.65341021,37.6078662
L1FLnI_8q24.23h,14.65341021,23.93227849
L1FLnI_Yq11.21l,14.65341021,13.67558771
L1FLnI_15q13.3a,14.65341021,6.837793854
L1FLnI_12q13.3c,14.65341021,0
L1FLnI_1p21.2m,14.65341021,95.72911396
L1FLnI_3p22.2b,14.65341021,13.67558771
L1FLnI_3q22.3l,14.65341021,10.25669078
L1FLnI_13q14.3d,14.65341021,47.86455698
L1FLnI_4q31.1e,14.65341021,386.3353528
L1FLnI_4q32.1e,14.65341021,13.67558771
L1FLnI_7p14.3r,14.65341021,99.14801089
L1FLnI_5q33.1u,14.65341021,20.51338156
L1FLnI_Xp11.21vb,14.65341021,157.2692586
L1FLnI_11p11.2e,14.65341021,17.09448464
L1FLnI_13q32.1e,14.65341021,44.44566005
L1FLnI_3p25.3e,14.65341021,23.93227849
L1FLnI_1q41la,14.65341021,27.35117542
L1FLnI_6q21g,14.65341021,47.86455698
L1FLnI_1p31.1bb,14.65341021,44.44566005
L1FLnI_2p13.1c,14.65341021,54.70235083
L1FLnI_6q14.1ub,14.65341021,58.12124776
L1FLnI_7p14.3e,14.65341021,140.174774
L1FLnI_1p22.2v,14.65341021,20.51338156
L1FLnI_1q31.1c,14.65341021,17.09448464
L1FLI_1q32.2,14.65341021,30.77007234
L1FLnI_1q42.12e,14.65341021,0
L1FLnI_4q12ca,14.65341021,23.93227849
L1FLI_18q11.2,14.65341021,51.28345391
L1FLnI_10p14c,14.65341021,10.25669078
L1FLnI_10q24.2l,14.65341021,27.35117542
L1ORF2_2p25.2,14.65341021,44.44566005
L1FLnI_4q25e,14.65341021,78.63462932
L1FLnI_11q13.4h,14.65341021,71.79683547
L1FLnI_8q21.3b,14.65341021,13.67558771
L1FLnI_8q13.3s,14.65341021,37.6078662
L1ORF2_11q14.1,14.65341021,0
L1FLI_8q21.11b,14.65341021,61.54014469
L1FLnI_19p13.2a,14.65341021,23.93227849
L1FLnI_2q23.1g,14.65341021,64.95904161
L1FLnI_8q22.1aa,14.65341021,0
L1FLnI_5q11.1f,14.65341021,0
L1FLnI_Xq13.1t,14.65341021,10.25669078
L1FLnI_11p13y,14.65341021,51.28345391
L1FLnI_20q12a,14.65341021,0
L1FLnI_1p22.3c,14.65341021,30.77007234
L1FLnI_3p14.3k,14.65341021,23.93227849
L1FLnI_Xq21.1nf,14.65341021,150.4314648
L1FLnI_Xp22.2j,14.65341021,0
L1FLnI_1p31.3r,14.65341021,0
L1FLI_3q22.3,14.65341021,27.35117542
L1FLnI_2q33.1f,14.65341021,170.9448464
L1FLnI_7q22.3g,14.65341021,58.12124776
L1FLnI_Xp22.2z,14.65341021,6.837793854
L1FLnI_4q31.22j,14.65341021,20.51338156
L1FLnI_3p14.2c,14.65341021,6.837793854
L1FLI_6p22.3,14.65341021,164.1070525
L1FLnI_1q25.2o,14.65341021,13.67558771
L1FLnI_11q12.1f,14.65341021,54.70235083
L1FLnI_13q22.2d,14.65341021,68.37793854
L1FLnI_3q27.3b,14.65341021,6.837793854
L1FLnI_6p21.1m,14.65341021,20.51338156
L1FLnI_1q21.2e,14.65341021,10.25669078
L1FLnI_7q31.2l,14.65341021,352.1463835
L1FLnI_1q42.12g,14.65341021,0
L1FLnI_6q25.3n,14.65341021,102.5669078
L1FLnI_2p23.1d,14.65341021,13.67558771
L1FLnI_13q14.3e,14.65341021,17.09448464
L1FLnI_4q28.2g,14.65341021,13.67558771
L1FLnI_11q22.3u,14.65341021,23.93227849
L1FLnI_4q26oa,14.65341021,41.02676313
L1FLI_11q12.2,14.65341021,20.51338156
L1FLnI_1q43k,14.65341021,0
L1FLnI_3q22.1q,14.65341021,23.93227849
L1FLnI_Xp22.2r,14.65341021,0
L1FLnI_4p15.2v,14.65341021,44.44566005
L1FLnI_18q12.2m,14.65341021,6.837793854
L1FLnI_Xq26.2n,14.65341021,20.51338156
L1FLnI_6q15a,14.65341021,17.09448464
L1FLnI_4q23r,14.65341021,13.67558771
L1FLnI_7p21.2p,14.65341021,30.77007234
L1FLnI_2q32.2d,14.65341021,0
L1FLnI_13q22.2c,14.65341021,0
L1FLnI_12q14.3c,14.65341021,20.51338156
L1FLnI_5q32q,14.65341021,0
L1FLnI_4q21.3d,14.65341021,0
L1FLnI_1p31.3s,14.65341021,47.86455698
L1FLnI_18q21.1l,14.65341021,6.837793854
L1FLnI_1q23.1h,14.65341021,10.25669078
L1FLnI_3p24.2c,14.65341021,44.44566005
L1FLnI_2p24.2i,14.65341021,23.93227849
L1FLnI_13q14.3x,14.65341021,17.09448464
L1FLnI_1p21.3j,10.99005766,0
L1FLnI_2p22.3w,10.99005766,27.35117542
L1FLnI_2q33.1u,10.99005766,0
L1FLnI_3p24.2b,10.99005766,0
L1FLnI_3p24.1s,10.99005766,0
L1FLnI_3q11.1j,10.99005766,51.28345391
L1FLnI_4q21.3c,10.99005766,17.09448464
L1FLnI_4q32.3w,10.99005766,0
L1FLnI_5q31.1c,10.99005766,58.12124776
L1FLnI_6q13ia,10.99005766,20.51338156
L1FLnI_6q22.33q,10.99005766,23.93227849
L1FLnI_6q27r,10.99005766,20.51338156
L1FLnI_7p21.1b,10.99005766,0
L1FLnI_7p13a,10.99005766,41.02676313
L1FLnI_8p21.2i,10.99005766,17.09448464
