"locus","count_MCF10A","count_MDAMB436"
"L1FLnI_13q32.2b",0,7
"L1FLnI_7p14.3h",0,7
"L1FLnI_2q24.2p",0,7
"L1FLnI_3q13.13d",0,7
"L1FLnI_20p12.3m",0,7
"L1ORF2_5q14.2",0,7
"L1FLnI_2p21c",0,7
"L1FLnI_8q23.1v",0,7
"L1FLnI_Xq21.31k",0,7
"L1FLnI_12q21.32i",0,7
"L1FLnI_2p12p",0,7
"L1FLnI_13q12.3h",0,7
"L1FLnI_6q16.3ba",0,7
"L1FLI_7p12.2",0,7
"L1FLnI_13q13.3m",0,7
"L1FLnI_4q12ka",0,7
"L1FLnI_1q41w",0,7
"L1FLnI_14q21.2o",0,7
"L1FLnI_17q23.2d",0,7
"L1FLnI_4q13.3n",0,7
"L1FLnI_9q21.32g",0,7
"L1FLnI_1p12y",0,7
"L1FLnI_17p13.3h",0,7
"L1FLnI_11q14.2r",0,7
"L1FLnI_10q23.1wa",0,7
"L1FLnI_8q21.13cb",0,7
"L1FLnI_1q25.1f",0,7
"L1FLnI_11q22.3fa",0,7
"L1FLnI_10q23.1u",0,7
"L1FLnI_4q27t",0,7
"L1FLnI_6q22.31e",0,7
"L1FLnI_7p14.1j",0,7
"L1FLnI_Xq13.3ob",0,7
"L1FLnI_3q13.33z",0,7
"L1FLnI_2q32.1pa",0,7
"L1FLnI_2q14.1ea",0,7
"L1FLnI_7q21.3h",0,7
"L1ORF2_1p36.11",0,7
"L1FLnI_2p21f",0,6
"L1FLnI_4p15.33a",0,6
"L1FLnI_1q21.3e",0,6
"L1FLnI_5p13.3p",0,6
"L1FLnI_8q22.3i",0,6
"L1FLnI_17p13.3e",0,6
"L1FLnI_18q12.2i",0,6
"L1FLnI_Xq28t",0,6
"L1FLnI_Xp11.21la",0,6
"L1FLI_1p31.1c",0,6
"L1FLnI_12q13.2q",0,6
"L1FLnI_6q13ca",0,6
"L1FLnI_13q33.2c",0,6
"L1FLnI_5q23.2ra",0,6
"L1FLnI_1q43a",0,6
"L1FLnI_18q12.2f",0,6
"L1FLnI_Xq22.1ha",0,6
"L1FLnI_6q22.31h",0,6
"L1FLnI_1p22.1q",0,6
"L1FLnI_5q14.1w",0,6
"L1FLnI_9p24.1l",0,6
"L1FLnI_14q22.3g",0,6
"L1FLnI_3p14.2ha",0,6
"L1FLnI_Xq23ib",0,6
"L1FLnI_20q13.32",0,6
"L1FLnI_4q32.2g",0,6
"L1FLnI_4q32.3ca",0,6
"L1FLnI_15q23e",0,6
"L1FLnI_15q24.1b",0,6
"L1FLnI_3p21.31g",0,6
"L1FLnI_4q13.2k",0,6
"L1FLnI_4q13.3r",0,6
"L1FLnI_3q26.1ma",0,6
"L1FLnI_2q21.2k",0,6
"L1FLnI_3p26.2b",0,6
"L1FLnI_3q13.2j",0,6
"L1FLnI_8q23.3h",0,6
"L1FLnI_5p14.1s",0,6
"L1FLnI_5q12.1s",0,6
"L1FLnI_7q31.2j",0,6
"L1FLnI_6q22.31g",0,6
"L1ORF2_Xq25a",0,6
"L1FLnI_15q22.2e",0,6
"L1FLnI_1q25.3j",0,6
"L1ORF2_13q31.3",0,6
"L1FLnI_2q35m",0,6
"L1FLnI_9q31.2c",0,6
"L1FLnI_4q13.1ga",0,6
"L1FLnI_4q21.1f",0,6
"L1FLnI_Xq28ka",0,6
"L1FLnI_8q21.13m",0,6
"L1FLnI_8q13.1h",0,6
"L1FLnI_8q13.3m",0,6
"L1FLnI_20p12.1a",0,6
"L1ORF2_5q23.2",0,6
"L1FLnI_7p12.1n",0,6
"L1FLnI_15q13.2b",0,6
"L1FLnI_4q25da",0,6
"L1FLnI_12q21.1m",0,6
"L1FLnI_Xp21.1o",0,6
"L1FLnI_20p12.1d",0,6
"L1FLnI_2p25.1b",0,6
"L1FLnI_2p24.3p",0,6
"L1FLnI_21q11.2j",0,6
"L1FLnI_Xp11.4k",0,6
"L1FLnI_10q21.3i",0,6
"L1FLnI_5q11.1l",0,6
"L1FLnI_Xq21.33r",0,6
"L1FLnI_5p15.33c",0,6
"L1FLnI_7p21.3o",0,6
"L1FLnI_3q26.31j",0,6
"L1FLnI_17p12a",0,6
"L1FLnI_1q31.1h",0,6
"L1FLnI_10p12.1a",0,6
"L1FLnI_3p24.3a",0,6
"L1FLnI_7q11.21k",0,6
"L1FLnI_12q21.2t",0,6
"L1FLnI_6q26a",0,6
"L1FLnI_16q23.2g",0,6
"L1ORF2_13q32.3",0,6
"L1FLnI_3q11.2g",0,6
"L1FLnI_6q16.3o",0,6
"L1FLnI_13q31.1ba",0,6
"L1FLnI_12q21.1f",0,6
"L1FLnI_9p21.1b",0,6
"L1FLnI_5q21.3c",0,6
"L1FLnI_9q21.31o",0,6
"L1FLnI_15q25.2k",0,6
"L1FLnI_1q23.1d",0,6
"L1FLnI_11q25l",0,6
"L1FLnI_4q28.3s",0,6
"L1FLnI_6p25.1n",0,6
"L1FLnI_4q32.1ia",0,6
"L1FLnI_12p12.2e",0,6
"L1FLnI_18q22.1d",0,6
"L1FLnI_12p11.22b",0,6
"L1FLnI_Xq25ac",0,6
"L1FLnI_6q21t",0,6
"L1FLnI_21q22.2a",0,6
"L1FLnI_7p14.3w",0,6
"L1FLnI_4q23v",0,6
"L1FLnI_8q13.2l",0,6
"L1FLnI_4q22.2d",0,6
"L1FLnI_5q13.3q",0,6
"L1FLnI_8q13.3l",0,6
"L1FLnI_12q12ua",0,6
"L1FLnI_14q12o",0,6
"L1FLnI_10q26.13h",0,6
"L1FLnI_7p21.2c",0,6
"L1FLnI_10q23.31a",0,6
"L1FLnI_7q21.13ba",0,6
"L1FLnI_11p14.1h",0,6
"L1FLnI_5p13.1z",0,6
"L1FLnI_2p12aa",0,6
"L1FLnI_4q34.3f",0,6
"L1FLnI_9q33.1g",0,6
"L1FLnI_Xp22.12l",0,6
"L1FLnI_6p12.1o",0,6
"L1FLnI_11p14.3a",0,6
"L1ORF2_Xq22.2",0,6
"L1FLnI_8q24.21f",0,6
"L1FLnI_4q28.1l",0,6
"L1FLnI_13q14.11r",0,6
"L1FLnI_11p11.12d",0,6
"L1FLnI_14q21.1b",0,6
"L1FLnI_1q44n",0,5
"L1FLnI_2p11.1b",0,5
"L1FLnI_4q13.1gb",0,5
"L1FLnI_5q11.2ua",0,5
"L1FLnI_6p22.1a",0,5
"L1FLnI_7p12.1r",0,5
"L1FLnI_11q14.3e",0,5
"L1FLnI_11q24.2k",0,5
"L1FLnI_Xq13.3mb",0,5
"L1FLnI_4q12b",0,5
"L1FLnI_4q13.1da",0,5
"L1FLnI_6q13g",0,5
"L1FLnI_7p22.1b",0,5
"L1FLnI_8q11.22d",0,5
"L1FLnI_11q24.2m",0,5
"L1FLnI_15q14l",0,5
"L1FLnI_Xq21.1qd",0,5
"L1FLnI_Xq22.3b",0,5
"L1FLnI_2q24.3i",0,5
"L1FLnI_5q14.3jb",0,5
"L1FLnI_5q15b",0,5
"L1FLnI_13q33.3a",0,5
"L1FLnI_Xq28ea",0,5
"L1FLnI_Xp11.22da",0,5
"L1FLnI_4q32.3a",0,5
"L1FLnI_17p13.3a",0,5
"L1FLnI_3q13.31i",0,5
"L1FLnI_9p13.3a",0,5
"L1FLnI_4q32.3e",0,5
"L1FLnI_10q23.32b",0,5
"L1FLnI_12q14.1ia",0,5
"L1FLnI_12q21.1s",0,5
"L1FLnI_13q32.2c",0,5
"L1FLnI_Xq13.3l",0,5
"L1FLnI_2p12s",0,5
"L1FLnI_9q31.2d",0,5
"L1FLnI_14q31.1l",0,5
"L1FLnI_4p15.32b",0,5
"L1FLnI_18q23e",0,5
"L1FLnI_1p35.2d",0,5
"L1FLnI_7p12.1e",0,5
"L1FLnI_8q24.23c",0,5
"L1FLnI_5p13.2ha",0,5
"L1FLnI_2q23.1b",0,5
"L1FLnI_5q15f",0,5
"L1FLnI_12q21.32e",0,5
"L1FLnI_7p11.2o",0,5
"L1FLnI_15q26.3k",0,5
"L1FLnI_1q24.2a",0,5
"L1FLnI_6q14.1u",0,5
"L1FLnI_1p34.3b",0,5
"L1FLnI_2p15p",0,5
"L1FLnI_2p14h",0,5
"L1FLnI_12q12wa",0,5
"L1FLnI_16q21ha",0,5
"L1FLnI_12p13.2j",0,5
"L1FLnI_1p33j",0,5
"L1FLnI_12q21.31ga",0,5
"L1FLnI_Xq21.31fb",0,5
"L1FLnI_7p14.1t",0,5
"L1FLnI_5p13.3m",0,5
"L1FLnI_1p13.2c",0,5
"L1FLnI_2q32.1y",0,5
"L1FLnI_14q23.1s",0,5
"L1FLnI_2q14.1ca",0,5
"L1ORF2_7p14.1",0,5
"L1FLnI_2p12e",0,5
"L1FLnI_12q22a",0,5
"L1FLnI_9q21.33f",0,5
"L1FLnI_22q12.3a",0,5
"L1FLnI_8p23.1b",0,5
"L1FLnI_2q24.1la",0,5
"L1FLnI_2q24.3k",0,5
"L1FLnI_4p15.2p",0,5
"L1FLnI_4q28.2r",0,5
"L1FLnI_6p12.1w",0,5
"L1FLnI_15q13.3g",0,5
"L1FLnI_16p11.2j",0,5
"L1FLnI_5q15fa",0,5
"L1FLnI_4p15.33g",0,5
"L1FLnI_6q16.3e",0,5
"L1FLnI_9q31.1o",0,5
"L1FLnI_Xp21.2b",0,5
"L1FLnI_8q12.3v",0,5
"L1FLnI_14q23.2i",0,5
"L1FLI_Xq27.2a",0,5
"L1ORF2_5p12",0,5
"L1FLnI_1p31.1ua",0,5
"L1FLnI_14q12c",0,5
"L1FLnI_4q12oa",0,5
"L1FLnI_Xq21.2y",0,5
"L1FLnI_Xq21.1o",0,5
"L1FLnI_Xq22.1fa",0,5
"L1FLnI_6p12.3w",0,5
"L1FLnI_4q22.1ha",0,5
"L1FLnI_12q21.31fa",0,5
"L1FLnI_14q23.3c",0,5
"L1FLnI_13q21.33j",0,5
"L1FLnI_8q21.3sa",0,5
"L1FLnI_4q28.1b",0,5
"L1FLnI_2q22.3v",0,5
"L1FLnI_3q13.11u",0,5
"L1FLnI_15q21.2g",0,5
"L1FLnI_11q14.3m",0,5
"L1FLnI_3p14.2w",0,5
"L1FLnI_4p13p",0,5
"L1FLnI_5q34l",0,5
"L1FLnI_Xq27.3ha",0,5
"L1FLnI_6q13c",0,5
"L1FLnI_1p33g",0,5
"L1FLnI_5p15.32c",0,5
"L1FLnI_20p11.22j",0,5
"L1FLnI_6q15f",0,5
"L1FLnI_5q14.2d",0,5
"L1FLnI_8q23.2f",0,5
"L1FLnI_7q36.1l",0,5
"L1FLnI_8q22.3g",0,5
"L1FLnI_4q12pa",0,5
"L1FLnI_Xq11.1v",0,5
"L1FLnI_18q11.2b",0,5
"L1FLnI_12p12.1c",0,5
"L1FLnI_13q12.11m",0,5
"L1FLnI_5q13.1e",0,5
"L1FLnI_Xq21.1zb",0,5
"L1FLnI_2q23.3f",0,5
"L1FLnI_6q14.1ya",0,5
"L1FLnI_3p26.1r",0,5
"L1FLnI_1q25.1c",0,5
"L1FLnI_10q25.2a",0,5
"L1FLnI_4p15.31c",0,5
"L1FLnI_10q26.2l",0,5
"L1FLnI_3q26.31h",0,5
"L1FLnI_6q14.1d",0,5
"L1FLnI_Xq23wa",0,5
"L1FLnI_2q37.1m",0,5
"L1FLnI_8q22.2k",0,5
"L1FLnI_4p12p",0,5
"L1FLnI_5q23.2f",0,5
"L1FLnI_2q31.2i",0,5
"L1FLnI_Xq26.2k",0,5
"L1FLnI_2q32.1qa",0,5
"L1ORF2_2q31.1",0,5
"L1FLnI_5q23.2o",0,5
"L1FLnI_2p12h",0,5
"L1FLnI_6q16.3la",0,5
"L1FLnI_3p24.3m",0,5
"L1FLnI_2p14i",0,5
"L1FLnI_7q33s",0,5
"L1FLnI_10q21.3e",0,5
"L1FLnI_4q32.1z",0,5
"L1FLnI_2q22.3n",0,5
"L1FLnI_1q25.3r",0,5
"L1FLnI_12q24.33e",0,5
"L1FLnI_Xp22.12k",0,5
"L1FLnI_2q36.3s",0,5
"L1FLnI_1p33t",0,5
"L1FLnI_11q22.3ka",0,5
"L1FLnI_Xq11.2ua",0,5
"L1FLnI_2q24.1c",0,5
"L1FLnI_10q21.1k",0,5
"L1FLnI_15q21.3x",0,5
"L1FLnI_2q24.1ca",0,5
"L1FLnI_5q23.1ba",0,5
"L1FLnI_1q31.3p",0,5
"L1FLnI_12p11.21a",0,5
"L1FLnI_Xq12ba",0,5
"L1FLnI_4q31.23o",0,5
"L1FLnI_5p15.31i",0,5
"L1FLnI_8q22.3r",0,5
"L1FLnI_21q22.13a",0,5
"L1FLnI_1p22.2d",0,5
"L1FLnI_18q12.1r",0,5
"L1FLnI_2q23.3r",0,5
"L1FLnI_1q44o",0,5
"L1FLnI_1q25.2b",0,5
"L1FLnI_1q24.3b",0,4
"L1FLnI_2q23.2e",0,4
"L1FLnI_3p13a",0,4
"L1FLnI_4p15.33d",0,4
"L1FLnI_5q21.1c",0,4
"L1FLnI_5q23.2oa",0,4
"L1FLnI_13q32.1o",0,4
"L1FLnI_Xq23la",0,4
"L1FLnI_2q23.2f",0,4
"L1FLnI_3p24.3qa",0,4
"L1FLnI_3p12.2e",0,4
"L1FLnI_4p15.1m",0,4
"L1FLnI_4q12qa",0,4
"L1FLnI_11p12ta",0,4
"L1FLnI_15q21.1j",0,4
"L1FLnI_17q22l",0,4
"L1FLnI_Xq25na",0,4
"L1FLnI_1q25.2j",0,4
"L1FLnI_4q22.3ba",0,4
"L1FLnI_4q24ka",0,4
"L1FLnI_6q14.1aa",0,4
"L1FLnI_6q22.31t",0,4
"L1FLnI_7q34k",0,4
"L1FLnI_8p23.3e",0,4
"L1FLnI_8q12.1i",0,4
"L1FLnI_9q31.1p",0,4
"L1FLnI_10q11.21z",0,4
"L1FLnI_11q14.1q",0,4
"L1FLnI_16q21c",0,4
"L1FLnI_18q12.1t",0,4
"L1FLnI_20p11.21d",0,4
"L1FLnI_22q11.1n",0,4
"L1FLnI_Xq13.1g",0,4
"L1FLnI_5q13.3t",0,4
"L1FLnI_12q24.21",0,4
"L1FLnI_8q24.21n",0,4
"L1FLnI_10q22.1c",0,4
"L1FLnI_2q23.1k",0,4
"L1FLnI_4q28.3xa",0,4
"L1FLnI_9q22.33h",0,4
"L1FLnI_3p25.1d",0,4
"L1FLnI_10q25.2d",0,4
"L1FLnI_3q25.32a",0,4
"L1FLnI_Xp11.22k",0,4
"L1FLnI_Xq13.3c",0,4
"L1FLnI_3q27.3f",0,4
"L1FLnI_4q28.3ga",0,4
"L1FLnI_5q33.1r",0,4
"L1FLnI_9p23da",0,4
"L1FLnI_12q14.1aa",0,4
"L1ORF2_Xq26.3",0,4
"L1FLnI_2q32.2i",0,4
"L1FLnI_3p11.1m",0,4
"L1FLnI_6q15e",0,4
"L1FLnI_15q12e",0,4
"L1FLnI_3q26.1e",0,4
"L1FLnI_1q25.2k",0,4
"L1FLnI_2q21.2d",0,4
"L1FLnI_3q12.1m",0,4
"L1FLnI_8q23.1g",0,4
"L1FLnI_2q32.1i",0,4
"L1FLnI_5p13.1d",0,4
"L1FLnI_6p22.1c",0,4
"L1FLnI_Xq23fa",0,4
"L1FLI_3q22.1",0,4
"L1FLnI_3q22.2f",0,4
"L1FLnI_6q22.31qa",0,4
"L1FLnI_8p12f",0,4
"L1FLnI_12q13.2t",0,4
"L1FLnI_12q21.1z",0,4
"L1FLnI_16q12.1o",0,4
"L1FLnI_18q12.1b",0,4
"L1FLnI_Xq26.1k",0,4
"L1FLnI_1q21.1i",0,4
"L1FLnI_10q23.1c",0,4
"L1FLnI_1q31.1p",0,4
"L1FLnI_7q22.2d",0,4
"L1FLnI_1q25.3a",0,4
"L1FLnI_4q25u",0,4
"L1FLnI_4q31.23a",0,4
"L1FLnI_5q14.1a",0,4
"L1FLnI_6q15g",0,4
"L1FLnI_6q16.2h",0,4
"L1FLnI_10q25.1c",0,4
"L1FLnI_18q21.31e",0,4
"L1FLnI_Xp21.1y",0,4
"L1ORF2_Xp22.13",0,4
"L1FLnI_Xq23e",0,4
"L1FLnI_2q14.2b",0,4
"L1FLnI_5q14.3x",0,4
"L1FLnI_16q23.1c",0,4
"L1FLnI_1q32.1k",0,4
"L1FLnI_3q25.32d",0,4
"L1FLnI_3p21.33e",0,4
"L1FLnI_19q11e",0,4
"L1FLnI_Xq13.3d",0,4
"L1FLnI_10q23.32a",0,4
"L1FLnI_4q28.3ka",0,4
"L1FLnI_11p15.4aa",0,4
"L1FLnI_11q11v",0,4
"L1FLnI_5q31.1b",0,4
"L1ORF2_19q12",0,4
"L1FLnI_11q24.2e",0,4
"L1FLnI_4q34.3h",0,4
"L1FLnI_7p11.2l",0,4
"L1FLnI_1q24.3i",0,4
"L1FLnI_19p12s",0,4
"L1FLnI_8p23.2d",0,4
"L1FLnI_11p14.1v",0,4
"L1FLnI_2p24.2f",0,4
"L1FLnI_9q21.31d",0,4
"L1FLnI_12q23.3h",0,4
"L1FLnI_20q11.21h",0,4
"L1FLnI_Xq12ha",0,4
"L1FLnI_2q32.3y",0,4
"L1FLnI_8q13.3a",0,4
"L1FLnI_Xp22.2x",0,4
"L1FLnI_4q13.2a",0,4
"L1FLnI_Yp11.2u",0,4
"L1FLnI_10q25.2i",0,4
"L1FLnI_4q22.1r",0,4
"L1FLnI_11q12.1a",0,4
"L1FLnI_4p15.2n",0,4
"L1FLnI_11p11.12a",0,4
"L1FLnI_3p24.3cb",0,4
"L1FLnI_4p11a",0,4
"L1FLnI_7q35o",0,4
"L1FLnI_9q21.13u",0,4
"L1FLnI_1p21.3t",0,4
"L1FLnI_6q22.31n",0,4
"L1FLnI_4q28.2s",0,4
"L1FLnI_7p14.3s",0,4
"L1FLnI_Xq21.31da",0,4
"L1FLnI_6q16.1u",0,4
"L1FLnI_1p34.1a",0,4
"L1FLnI_12q13.2u",0,4
"L1FLnI_22q11.22c",0,4
"L1FLnI_2q32.3o",0,4
"L1FLnI_4q34.1v",0,4
"L1FLnI_7q21.13l",0,4
"L1FLnI_8q21.13y",0,4
"L1FLnI_8q21.3p",0,4
"L1FLnI_Xq13.3s",0,4
"L1FLnI_Xq26.2l",0,4
"L1FLnI_5q14.3mb",0,4
"L1FLnI_5q23.1w",0,4
"L1FLnI_7q21.11oa",0,4
"L1FLnI_9p21.3ia",0,4
"L1FLnI_3p12.3v",0,4
"L1FLnI_11q22.3ea",0,4
"L1FLnI_2q14.1ba",0,4
"L1FLnI_1p31.1na",0,4
"L1FLnI_3p11.1f",0,4
"L1FLnI_5q35.2j",0,4
"L1FLnI_Xq21.1ce",0,4
"L1FLnI_4q26w",0,4
"L1FLnI_3q25.32h",0,4
"L1FLnI_5q12.1z",0,4
"L1FLnI_5q11.2sa",0,4
"L1FLnI_1p21.3c",0,4
"L1FLnI_2q11.1a",0,4
"L1FLnI_Xq21.1f",0,4
"L1FLnI_1q32.3b",0,4
"L1FLnI_3q13.32i",0,4
"L1FLnI_Xq25jc",0,4
"L1FLnI_2q34i",0,4
"L1FLnI_3p22.1p",0,4
"L1FLnI_3q13.13x",0,4
"L1FLnI_12p11.21h",0,4
"L1FLnI_2p11.2m",0,4
"L1FLnI_8q12.3p",0,4
"L1FLnI_13q31.1h",0,4
"L1FLnI_Xp22.12a",0,4
"L1FLnI_13q31.1d",0,4
"L1FLnI_2p16.1t",0,4
"L1FLnI_3p24.3bb",0,4
"L1FLnI_1p31.1t",0,4
"L1FLnI_8q12.2f",0,4
"L1FLnI_4q25a",0,4
"L1FLnI_10q11.21ba",0,4
"L1FLnI_14q22.3h",0,4
"L1FLnI_13q12.3c",0,4
"L1FLnI_4q13.3o",0,4
"L1FLnI_Xq21.2k",0,4
"L1FLnI_4q28.3ba",0,4
"L1FLnI_2p22.2c",0,4
"L1FLnI_6q14.1ob",0,4
"L1FLnI_4q32.3n",0,4
"L1FLnI_Xp22.11l",0,4
"L1FLnI_1q23.3f",0,4
"L1FLnI_5q34y",0,4
"L1FLnI_Xp22.31a",0,4
"L1FLnI_3p13b",0,4
"L1FLnI_20q13.12c",0,4
"L1FLnI_10q24.2h",0,4
"L1FLnI_10q22.1b",0,4
"L1FLnI_12p11.21e",0,4
"L1FLnI_11q22.1u",0,4
"L1FLnI_Xq22.2b",0,4
"L1FLnI_13q14.3g",0,4
"L1FLnI_6p22.3k",0,4
"L1FLnI_2p22.3n",0,4
"L1FLnI_3q25.33a",0,4
"L1FLnI_18q12.2u",0,4
"L1FLnI_13q33.2a",0,4
"L1FLnI_16q23.1a",0,4
"L1FLnI_10q11.21k",0,4
"L1FLnI_11p14.1q",0,4
"L1FLnI_9p21.1k",0,4
"L1FLnI_12p13.2e",0,4
"L1FLnI_10q23.31e",0,4
"L1FLnI_Xq11.1j",0,4
"L1FLnI_15q14c",0,4
"L1FLnI_3p24.3wa",0,4
"L1FLnI_8q24.21k",0,4
"L1FLnI_11q21p",0,4
"L1FLnI_11p11.2q",0,4
"L1FLnI_5q22.3i",0,4
"L1FLnI_4q28.2f",0,4
"L1FLnI_Xp11.21sa",0,4
"L1FLnI_6p11.2j",0,4
"L1FLnI_3p24.3f",0,4
"L1FLnI_3q25.31e",0,4
"L1FLnI_22q11.1h",0,4
"L1FLnI_5q13.1g",0,4
"L1FLnI_4p13a",0,4
"L1FLnI_1p31.1f",0,4
"L1FLnI_6p12.2e",0,4
"L1FLnI_9q21.13i",0,4
"L1FLnI_7p11.2p",0,4
"L1FLnI_Xq13.2f",0,4
"L1FLnI_Xp11.21lc",0,4
"L1FLnI_18q21.2m",0,4
"L1FLnI_1p13.2n",0,3
"L1FLnI_1q25.2c",0,3
"L1FLnI_1q43d",0,3
"L1FLnI_2q11.2c",0,3
"L1FLnI_3p24.3ha",0,3
"L1FLnI_3q22.1m",0,3
"L1FLnI_3q25.32g",0,3
"L1FLnI_5p15.31d",0,3
"L1FLnI_5q13.3p",0,3
"L1FLnI_5q34f",0,3
"L1FLnI_6p21.1f",0,3
"L1FLnI_6q14.3ca",0,3
"L1FLnI_7p21.1z",0,3
"L1FLnI_8p12t",0,3
"L1FLnI_8q12.1na",0,3
"L1FLnI_8q21.3r",0,3
"L1FLnI_8q24.13r",0,3
"L1FLnI_9p21.3ja",0,3
"L1FLnI_9p21.2c",0,3
"L1FLnI_9p21.1x",0,3
"L1FLnI_9q13f",0,3
"L1FLnI_9q21.33l",0,3
"L1FLnI_10q23.32d",0,3
"L1FLnI_10q25.1h",0,3
"L1FLnI_11p13c",0,3
"L1FLnI_11q21ca",0,3
"L1FLnI_11q25f",0,3
"L1FLnI_12q21.31f",0,3
"L1FLnI_12q24.32c",0,3
"L1FLnI_14q21.1ca",0,3
"L1FLnI_14q22.1e",0,3
"L1FLnI_15q23k",0,3
"L1FLnI_18p11.31s",0,3
"L1FLnI_Xq12la",0,3
"L1FLnI_Xq13.3na",0,3
"L1FLnI_Xq21.1te",0,3
"L1FLnI_Yq11.221o",0,3
"L1FLnI_1q23.2e",0,3
"L1FLnI_1q25.2n",0,3
"L1FLnI_2p16.1y",0,3
"L1FLnI_2q14.2c",0,3
"L1FLI_2q14.3",0,3
"L1FLnI_2q21.2g",0,3
"L1FLnI_2q22.1f",0,3
"L1FLnI_2q31.1z",0,3
"L1FLnI_2q32.3z",0,3
"L1FLnI_3p22.3e",0,3
"L1FLnI_3q26.31f",0,3
"L1FLnI_3q26.33n",0,3
"L1FLnI_4p15.2e",0,3
"L1FLnI_4q26a",0,3
"L1FLnI_4q28.1i",0,3
"L1FLnI_4q28.3x",0,3
"L1FLnI_4q31.23f",0,3
"L1FLnI_5p12ia",0,3
"L1FLnI_5q11.2j",0,3
"L1FLnI_5q14.3ca",0,3
"L1FLnI_5q23.1h",0,3
"L1FLnI_6p22.3x",0,3
"L1FLnI_6q14.3r",0,3
"L1FLnI_7p14.3ea",0,3
"L1FLnI_7q21.13ca",0,3
"L1FLnI_8q13.2a",0,3
"L1FLnI_8q23.1f",0,3
"L1FLnI_8q24.22h",0,3
"L1FLnI_9q33.1f",0,3
"L1FLnI_10p11.21l",0,3
"L1FLnI_11p15.2d",0,3
"L1FLnI_11p11.2a",0,3
"L1FLnI_11p11.12k",0,3
"L1FLnI_12q22c",0,3
"L1FLnI_12q23.3p",0,3
"L1FLnI_13q33.3k",0,3
"L1FLnI_14q11.2g",0,3
"L1FLnI_14q13.3c",0,3
"L1FLnI_14q21.1y",0,3
"L1FLnI_14q21.3v",0,3
"L1FLnI_14q24.2a",0,3
"L1FLnI_14q32.12d",0,3
"L1FLnI_15q22.2h",0,3
"L1FLnI_15q25.3w",0,3
"L1FLnI_16q12.1k",0,3
"L1FLnI_20q13.2j",0,3
"L1FLnI_Xp11.21ba",0,3
"L1FLnI_Xp11.21zb",0,3
"L1FLnI_Xq12da",0,3
"L1FLnI_Xq13.1e",0,3
"L1FLnI_Xq13.3f",0,3
"L1FLnI_Xq21.2t",0,3
"L1FLnI_Xq22.3fa",0,3
"L1FLnI_Xq28na",0,3
"L1FLnI_Xq28ta",0,3
"L1FLnI_8q11.23k",0,3
"L1FLnI_4q22.2k",0,3
"L1FLnI_1q23.1b",0,3
"L1FLnI_1q24.2m",0,3
"L1FLnI_4q34.2a",0,3
"L1FLnI_5q22.2j",0,3
"L1FLnI_5q35.2i",0,3
"L1FLnI_8p12na",0,3
"L1FLnI_10q23.2",0,3
"L1FLnI_11q14.1w",0,3
"L1FLnI_12q21.1c",0,3
"L1FLnI_12q21.31i",0,3
"L1FLnI_16q21e",0,3
"L1FLnI_21q21.1d",0,3
"L1FLnI_Xq11.2s",0,3
"L1FLnI_Xq21.1c",0,3
"L1FLnI_Xq21.1id",0,3
"L1FLnI_Xq25ra",0,3
"L1FLnI_Xq28ua",0,3
"L1FLnI_2q34ca",0,3
"L1FLnI_10q21.3q",0,3
"L1FLnI_12q14.1y",0,3
"L1FLnI_Xq22.1gb",0,3
"L1FLnI_10q23.31b",0,3
"L1FLnI_11p12pa",0,3
"L1FLnI_20q13.2m",0,3
"L1FLnI_Xq12ya",0,3
"L1FLnI_4q28.1n",0,3
"L1FLnI_5q15ma",0,3
"L1FLnI_11q12.3c",0,3
"L1FLnI_1q11a",0,3
"L1FLnI_2q23.3q",0,3
"L1FLnI_3p21.1g",0,3
"L1FLnI_6q21j",0,3
"L1FLnI_8p21.3c",0,3
"L1FLnI_12q14.1d",0,3
"L1FLnI_15q21.3y",0,3
"L1FLnI_3q13.33u",0,3
"L1FLnI_7q11.21b",0,3
"L1FLnI_6p25.1l",0,3
"L1FLnI_9p13.3b",0,3
"L1FLnI_12q13.11x",0,3
"L1FLnI_2q33.1i",0,3
"L1FLnI_4p13l",0,3
"L1FLnI_4q24ga",0,3
"L1FLnI_7p21.2q",0,3
"L1FLnI_2q11.2n",0,3
"L1FLnI_7q21.3y",0,3
"L1FLnI_10p12.1f",0,3
"L1FLnI_Xq21.1ec",0,3
"L1FLnI_3q26.31k",0,3
"L1FLnI_8p12b",0,3
"L1FLnI_8q21.13e",0,3
"L1FLnI_12q13.11c",0,3
"L1FLnI_9p24.2m",0,3
"L1FLnI_4q12ib",0,3
"L1FLnI_14q22.1a",0,3
"L1FLnI_9p21.1ja",0,3
"L1FLnI_4p16.3c",0,3
"L1FLnI_Xq26.3ca",0,3
"L1FLnI_15q14x",0,3
"L1FLnI_7p15.3i",0,3
"L1FLnI_10q26.3d",0,3
"L1FLnI_1p22.1f",0,3
"L1FLnI_4p16.2h",0,3
"L1FLnI_2q24.1q",0,3
"L1FLnI_7q21.11ta",0,3
"L1FLnI_2q22.3a",0,3
"L1FLnI_4q13.3ka",0,3
"L1FLnI_6p21.1d",0,3
"L1FLnI_Xp11.3ga",0,3
"L1FLnI_1p31.1oa",0,3
"L1FLnI_1p21.1g",0,3
"L1FLnI_2p25.1d",0,3
"L1FLnI_2q23.2c",0,3
"L1FLnI_2q34la",0,3
