"locus","count_MCF10A","count_MDAMB436"
"L1FLnI_1p32.2c",2,4
"L1FLnI_1p31.1tb",2,5
"L1FLnI_1p22.3l",2,4
"L1FLnI_1p22.2q",2,1
"L1FLnI_1p21.3f",2,3
"L1FLnI_1q21.2c",2,3
"L1FLnI_1q23.1i",2,1
"L1FLnI_1q23.3s",2,2
"L1FLnI_1q24.1h",2,1
"L1FLnI_1q42.12b",2,1
"L1FLnI_2p16.3y",2,0
"L1FLnI_2p16.1e",2,4
"L1FLnI_2p12l",2,3
"L1FLnI_2p12da",2,11
"L1FLnI_2p12ea",2,0
"L1FLnI_2q22.2j",2,102
"L1FLnI_2q24.2f",2,9
"L1FLnI_2q33.3b",2,9
"L1FLnI_2q35g",2,5
"L1FLnI_2q36.3k",2,5
"L1FLnI_2q37.1i",2,18
"L1FLnI_3p26.1c",2,1
"L1FLnI_3p25.2b",2,8
"L1FLnI_3p25.1f",2,2
"L1FLnI_3p24.1r",2,1
"L1FLnI_3p22.1ca",2,4
"L1FLnI_3p21.1f",2,15
"L1ORF2_3p21.1",2,13
"L1FLnI_3q11.2q",2,1
"L1FLnI_3q13.11n",2,0
"L1FLnI_3q13.12c",2,12
"L1FLnI_3q13.33c",2,3
"L1FLnI_3q22.2c",2,0
"L1FLnI_3q26.32k",2,2
"L1FLnI_4p16.1e",2,5
"L1FLnI_4p15.2i",2,5
"L1FLnI_4p15.2ba",2,8
"L1FLnI_4p15.2ca",2,9
"L1FLnI_4q12ba",2,4
"L1FLnI_4q13.3ba",2,3
"L1FLnI_4q21.21r",2,2
"L1FLnI_4q21.23a",2,23
"L1FLnI_4q22.3e",2,1
"L1FLnI_4q26xa",2,8
"L1ORF2_4q27a",2,3
"L1ORF2_4q32.1",2,6
"L1FLnI_4q34.1o",2,3
"L1FLnI_5p15.33a",2,0
"L1FLnI_5p15.1l",2,3
"L1FLnI_5p14.1d",2,0
"L1FLnI_5p13.2fa",2,3
"L1FLnI_5q11.1o",2,3
"L1FLnI_5q11.2z",2,1
"L1FLnI_5q11.2ab",2,0
"L1FLnI_5q13.2g",2,0
"L1FLnI_5q14.1o",2,5
"L1FLnI_5q15s",2,9
"L1FLnI_5q32g",2,12
"L1FLnI_6q12j",2,1
"L1FLnI_6q13i",2,11
"L1FLnI_6q13ga",2,1
"L1FLnI_6q16.3i",2,4
"L1FLnI_6q22.31c",2,5
"L1FLnI_6q22.33p",2,6
"L1FLnI_7p21.3b",2,10
"L1FLnI_7p14.2c",2,6
"L1FLnI_7p14.2f",2,4
"L1FLnI_7p14.1x",2,6
"L1FLnI_7q21.12g",2,4
"L1FLnI_7q21.3l",2,1
"L1FLnI_7q31.1ja",2,5
"L1FLnI_7q31.31r",2,2
"L1FLnI_7q36.3f",2,1
"L1FLnI_8q12.1f",2,1
"L1FLnI_8q12.1p",2,5
"L1FLnI_8q13.2c",2,1
"L1FLnI_8q13.3e",2,5
"L1FLnI_8q22.3f",2,15
"L1FLnI_8q24.21j",2,6
"L1FLnI_8q24.21q",2,7
"L1FLnI_8q24.22o",2,1
"L1FLI_9p21.1",2,5
"L1FLnI_9q21.13q",2,8
"L1FLnI_9q21.31s",2,1
"L1FLnI_9q21.32m",2,7
"L1FLnI_9q31.1f",2,6
"L1ORF2_10p15.1",2,12
"L1FLnI_10p14i",2,7
"L1FLnI_10p12.33c",2,5
"L1FLnI_10q21.1y",2,11
"L1FLnI_10q21.3ga",2,4
"L1FLnI_10q22.2d",2,9
"L1FLnI_10q23.1q",2,3
"L1FLnI_10q23.1xa",2,5
"L1FLnI_10q23.33t",2,2
"L1FLnI_10q25.1i",2,8
"L1FLnI_10q25.3j",2,3
"L1FLnI_10q26.3f",2,7
"L1FLnI_11p15.3a",2,2
"L1FLnI_11p13n",2,3
"L1FLnI_11p12sa",2,3
"L1FLnI_11p12va",2,1
"L1FLnI_11q14.2u",2,0
"L1FLnI_11q22.3n",2,2
"L1FLnI_11q22.3oa",2,6
"L1FLnI_11q24.3c",2,0
"L1FLnI_12p13.33c",2,11
"L1FLnI_12p13.2f",2,30
"L1FLnI_12p13.1g",2,1
"L1FLnI_12p11.21f",2,2
"L1FLnI_12q12ra",2,8
"L1FLnI_12q13.3d",2,9
"L1FLnI_12q14.1e",2,1
"L1FLnI_12q23.1l",2,1
"L1FLI_13q14.11a",2,2
"L1FLnI_13q14.11d",2,7
"L1FLnI_13q14.3n",2,14
"L1FLnI_13q22.3c",2,1
"L1FLnI_14q21.1s",2,2
"L1FLnI_14q21.2v",2,12
"L1FLnI_14q23.1ba",2,16
"L1FLnI_14q32.33d",2,0
"L1FLnI_15q13.3b",2,8
"L1FLnI_15q24.1a",2,8
"L1FLnI_15q25.1b",2,3
"L1FLnI_15q25.1c",2,9
"L1FLnI_16p12.3d",2,2
"L1FLnI_16p11.1h",2,1
"L1FLnI_16q21i",2,4
"L1FLnI_16q23.1b",2,0
"L1FLnI_16q23.2c",2,3
"L1FLnI_17p12j",2,3
"L1FLnI_17q11.2b",2,4
"L1FLnI_17q11.2e",2,47
"L1FLnI_18q21.1b",2,3
"L1FLnI_18q21.2r",2,3
"L1FLnI_19p12a",2,1
"L1FLnI_20q13.2d",2,10
"L1FLnI_21p11.2o",2,7
"L1FLnI_Xp11.4c",2,0
"L1FLnI_Xp11.22l",2,1
"L1FLnI_Xp11.21ob",2,4
"L1FLnI_Xq13.3q",2,6
"L1FLnI_Xq21.1pb",2,10
"L1FLI_Xq21.1",2,15
"L1FLnI_Xq22.3g",2,1
"L1FLnI_Xq25ma",2,9
"L1FLnI_Xq26.2a",2,4
"L1FLnI_Xq26.3l",2,13
"L1FLnI_Xq27.2j",2,5
"L1FLnI_Xq27.3da",2,0
"L1FLnI_Xq28q",2,0
"L1FLnI_Yp11.2n",2,0
"L1FLI_Yp11.2",2,7
"L1FLnI_Yq11.21s",2,0
"L1FLnI_1p36.21c",2,6
"L1FLnI_1p33o",2,10
"L1FLnI_1p32.1a",2,6
"L1FLnI_1p31.1h",2,2
"L1FLnI_1p22.3f",2,9
"L1FLnI_1p22.2p",2,4
"L1FLnI_1p13.2s",2,5
"L1FLnI_1q12",2,1
"L1FLnI_1q21.1l",2,4
"L1FLnI_1q21.3i",2,1
"L1FLnI_1q23.1k",2,2
"L1FLnI_1q25.3l",2,18
"L1FLnI_1q32.2c",2,2
"L1FLnI_1q41k",2,0
"L1FLnI_1q41p",2,0
"L1FLnI_1q42.13e",2,5
"L1FLnI_1q42.2i",2,0
"L1FLnI_1q42.3b",2,3
"L1FLnI_1q43m",2,11
"L1FLnI_2p24.3i",2,5
"L1FLnI_2p24.1d",2,10
"L1FLnI_2p21e",2,7
"L1FLnI_2p14r",2,0
"L1FLnI_2p13.2g",2,5
"L1FLI_2q12.1",2,5
"L1FLnI_2q14.3z",2,8
"L1FLnI_2q22.2k",2,6
"L1FLnI_2q24.1x",2,1
"L1FLnI_2q31.1e",2,5
"L1FLnI_2q31.1n",2,10
"L1FLnI_2q31.2m",2,5
"L1FLnI_2q32.3i",2,14
"L1FLnI_2q33.1y",2,7
"L1FLnI_2q34m",2,0
"L1FLnI_3p21.31b",2,2
"L1FLnI_3p14.3n",2,4
"L1FLnI_3p14.2q",2,3
"L1FLnI_3q13.13a",2,6
"L1FLnI_3q13.31d",2,3
"L1FLnI_3q22.3q",2,8
"L1FLnI_3q23e",2,1
"L1FLnI_3q25.31j",2,6
"L1FLnI_3q25.33c",2,1
"L1FLnI_3q26.33a",2,0
"L1FLnI_3q26.33c",2,0
"L1FLnI_3q28d",2,27
"L1FLnI_4p15.33b",2,7
"L1FLnI_4p15.33n",2,7
"L1FLnI_4p15.33p",2,1
"L1FLnI_4p12r",2,8
"L1FLnI_4q12jb",2,3
"L1FLnI_4q13.1aa",2,5
"L1FLnI_4q13.2n",2,2
"L1FLnI_4q21.21i",2,9
"L1FLI_4q21.21b",2,9
"L1FLnI_4q24ab",2,14
"L1FLnI_4q28.1ca",2,18
"L1FLnI_4q31.22i",2,3
"L1FLnI_4q32.1t",2,5
"L1ORF2_4q32.3",2,7
"L1FLnI_4q32.3aa",2,4
"L1FLnI_4q34.1n",2,2
"L1FLnI_5p15.31g",2,6
"L1FLnI_5p13.1w",2,1
"L1FLnI_5p12h",2,5
"L1FLI_5q11.2",2,11
"L1FLnI_5q12.1p",2,2
"L1FLnI_5q12.3o",2,14
"L1FLnI_5q12.3t",2,10
"L1FLnI_5q13.1h",2,1
"L1FLnI_5q14.1m",2,5
"L1FLnI_5q15ya",2,2
"L1FLnI_5q23.1e",2,3
"L1FLnI_5q23.2ja",2,2
"L1FLnI_5q31.3k",2,2
"L1FLI_5q33.1",2,9
"L1FLnI_5q35.2g",2,22
"L1ORF2_6p12.3",2,9
"L1FLnI_6q14.1n",2,0
"L1FLnI_6q14.1ea",2,3
"L1FLnI_6q14.1ta",2,4
"L1FLnI_6q14.1va",2,6
"L1FLnI_6q14.1wb",2,0
"L1FLnI_6q14.2a",2,8
"L1FLnI_6q14.3ba",2,11
"L1FLnI_6q16.3j",2,1
"L1FLnI_6q21aa",2,4
"L1ORF2_6q22.1",2,12
"L1FLnI_6q22.31b",2,0
"L1FLnI_6q22.31ba",2,4
"L1FLI_6q22.33",2,10
"L1FLnI_6q24.1j",2,6
"L1FLnI_6q24.2b",2,2
"L1FLnI_6q27s",2,0
"L1FLnI_7p21.1c",2,2
"L1FLnI_7q21.13r",2,6
"L1FLnI_7q21.13y",2,1
"L1FLnI_7q21.3p",2,11
"L1FLnI_7q31.1la",2,8
"L1FLI_7q31.1c",2,12
"L1FLnI_7q31.33i",2,0
"L1FLnI_7q33h",2,1
"L1FLnI_7q34h",2,78
"L1FLnI_8p21.2a",2,6
"L1FLnI_8p12a",2,5
"L1FLnI_8p12ma",2,6
"L1FLnI_8q11.23i",2,1
"L1FLnI_8q13.1a",2,12
"L1FLnI_8q21.13h",2,56
"L1FLnI_8q21.3la",2,7
"L1FLnI_8q22.1q",2,12
"L1FLnI_8q22.1ea",2,7
"L1FLnI_8q22.2i",2,2
"L1FLnI_8q22.3q",2,4
"L1FLnI_8q24.12d",2,8
"L1FLnI_8q24.12f",2,2
"L1FLnI_8q24.22l",2,3
"L1FLnI_8q24.23e",2,16
"L1FLnI_9p24.1m",2,20
"L1FLnI_9p24.1t",2,4
"L1FLnI_9p21.3e",2,3
"L1FLnI_9p21.1h",2,2
"L1FLnI_9q21.31p",2,6
"L1FLnI_9q21.32k",2,10
"L1FLnI_9q22.33b",2,3
"L1FLnI_9q34.2",2,6
"L1FLnI_10p15.1e",2,2
"L1FLI_10p12.31",2,4
"L1FLnI_10p11.22j",2,7
"L1FLnI_10p11.21g",2,2
"L1FLnI_10q21.2g",2,14
"L1FLnI_10q21.3b",2,1
"L1FLnI_10q22.2f",2,2
"L1FLnI_10q23.1b",2,3
"L1FLnI_10q23.1ma",2,10
"L1FLnI_11p15.2r",2,1
"L1FLnI_11p14.1j",2,1
"L1FLnI_11p11.2h",2,1
"L1FLnI_11q12.1g",2,4
"L1FLnI_11q22.3na",2,0
"L1FLnI_12p12.3fa",2,4
"L1FLnI_12p12.1ca",2,0
"L1FLnI_12p11.1m",2,6
"L1FLnI_12q12e",2,2
"L1FLnI_12q12m",2,1
"L1FLnI_12q12ca",2,9
"L1FLnI_12q14.3h",2,1
"L1FLnI_12q15c",2,5
"L1FLnI_13q14.11p",2,1
"L1FLnI_13q14.2y",2,58
"L1FLnI_13q21.2i",2,4
"L1FLnI_13q21.31k",2,0
"L1FLnI_13q32.1n",2,2
"L1FLnI_13q34d",2,3
"L1FLnI_14q21.2q",2,9
"L1FLnI_14q21.3a",2,2
"L1FLnI_14q22.2e",2,6
"L1FLnI_14q22.3k",2,10
"L1FLnI_14q31.2d",2,12
"L1FLnI_14q32.12e",2,3
"L1FLnI_15q11.1d",2,8
"L1FLnI_15q21.3g",2,5
"L1FLI_15q25.3",2,10
"L1FLnI_16p11.2e",2,1
"L1FLnI_16q11.2a",2,5
"L1FLnI_17q11.2a",2,5
"L1FLnI_18p11.32b",2,8
"L1FLnI_18p11.23a",2,7
"L1FLnI_19q13.2c",2,1
"L1FLnI_19q13.42b",2,1
"L1FLnI_20q11.1c",2,1
"L1FLnI_22p11.2b",2,3
"L1FLI_22q12.1",2,103
"L1FLnI_Xp22.31b",2,16
"L1FLnI_Xp22.13c",2,20
"L1FLnI_Xp11.22q",2,2
"L1FLnI_Xq12c",2,0
"L1FLnI_Xq12s",2,1
"L1FLnI_Xq12pa",2,3
"L1FLnI_Xq21.1la",2,1
"L1FLnI_Xq21.31r",2,13
"L1FLnI_Xq22.1d",2,1
"L1FLnI_Xq22.3p",2,5
"L1FLnI_Xq25ka",2,4
"L1FLnI_Xq26.1h",2,9
"L1FLnI_2q23.3j",2,3
"L1FLnI_6p25.1h",2,1
"L1FLnI_9q21.33p",2,0
"L1FLnI_15q24.1c",2,7
"L1FLnI_4p16.1f",2,73
"L1FLnI_8q22.3n",2,0
"L1FLnI_13q14.2d",2,3
"L1FLnI_Xq28o",2,2
"L1FLnI_1p31.1ob",2,6
"L1FLnI_1q24.1e",2,4
"L1FLnI_1q24.2e",2,5
"L1FLnI_1q31.3n",2,6
"L1FLnI_2p23.1f",2,23
"L1FLnI_2q14.3na",2,2
"L1FLnI_2q23.3h",2,0
"L1FLnI_2q24.2m",2,5
"L1FLnI_2q37.2b",2,21
"L1FLnI_3p21.33a",2,1
"L1FLnI_3p11.1t",2,15
"L1FLnI_3q13.13ma",2,15
"L1FLnI_3q22.2k",2,10
"L1FLnI_3q23o",2,2
"L1FLnI_3q24c",2,0
"L1FLnI_4q23d",2,1
"L1FLnI_4q23e",2,15
"L1FLnI_5p13.1y",2,0
"L1FLnI_5p12ea",2,4
"L1FLnI_5q11.1p",2,5
"L1FLnI_5q12.3x",2,4
"L1ORF2_5q14.3",2,15
"L1FLnI_5q22.1p",2,3
"L1FLnI_5q32t",2,4
"L1FLnI_6q16.3f",2,1
"L1FLnI_6q27j",2,11
"L1FLnI_8q21.13aa",2,2
"L1FLnI_8q22.2g",2,7
"L1FLnI_8q24.12b",2,37
"L1FLnI_9q21.12f",2,4
"L1FLnI_10q22.3n",2,0
"L1FLnI_11q14.2q",2,3
"L1ORF2_11q22.3",2,2
"L1FLnI_12p13.2k",2,18
"L1FLnI_12p12.1b",2,11
"L1FLnI_12q15h",2,1
"L1FLnI_12q21.1ba",2,6
"L1FLnI_13q21.32i",2,5
"L1FLnI_13q31.2c",2,1
"L1FLnI_15q11.1b",2,1
"L1FLnI_15q21.1l",2,3
"L1FLnI_15q21.3d",2,8
"L1FLnI_15q21.3ia",2,0
"L1FLnI_18q21.2p",2,2
"L1FLnI_20p12.3e",2,8
"L1FLnI_21q21.1t",2,11
"L1FLnI_Xp11.21vc",2,0
"L1FLnI_1p22.1h",2,0
"L1FLnI_1q44c",2,0
"L1FLnI_2q34h",2,4
"L1FLnI_4q28.1ia",2,5
"L1FLnI_4q32.1s",2,7
"L1FLnI_5p13.1b",2,3
"L1FLnI_7q11.21q",2,0
"L1FLnI_8q24.13i",2,21
"L1FLnI_10p12.2c",2,2
"L1FLnI_12p13.1b",2,14
"L1FLnI_19q13.2f",2,5
"L1FLnI_22q12.1g",2,3
"L1FLnI_2q23.3i",2,10
"L1FLnI_3p21.2l",2,2
"L1FLnI_4q13.1oa",2,1
"L1FLnI_8q21.11u",2,2
"L1FLI_11q14.3",2,13
"L1FLnI_Xq25s",2,5
"L1FLnI_Xq26.3e",2,1
"L1ORF2_1q43",2,22
"L1FLI_1q44",2,13
"L1FLnI_2p16.1u",2,3
"L1FLnI_3p21.2f",2,2
"L1FLnI_3q13.32h",2,5
"L1FLnI_3q25.32i",2,0
"L1FLnI_4q13.1p",2,2
"L1FLnI_4q26q",2,1
"L1FLnI_4q28.1c",2,3
"L1FLnI_6p24.3k",2,9
"L1FLnI_6p12.3v",2,0
"L1FLnI_6p12.2c",2,22
"L1FLnI_6q16.1t",2,1
"L1FLnI_6q16.3ma",2,0
"L1FLnI_6q27h",2,1
"L1FLnI_7q21.11ca",2,7
"L1FLnI_7q31.2a",2,20
"L1FLnI_7q31.32o",2,4
"L1FLnI_8q13.2j",2,6
"L1FLnI_8q24.13h",2,16
"L1FLnI_9q21.31b",2,6
"L1FLnI_10q23.31r",2,0
"L1FLnI_14q21.1v",2,1
"L1FLnI_14q31.1j",2,4
"L1FLnI_17q24.2b",2,7
"L1FLnI_18p11.22f",2,7
"L1FLnI_Xq21.1ze",2,0
"L1FLnI_Xq28ra",2,6
"L1FLnI_Yq11.21da",2,30
"L1ORF2_2p16.1",2,0
"L1FLnI_2q32.3aa",2,6
"L1FLnI_4q12fb",2,6
"L1FLnI_5q23.1c",2,9
"L1FLnI_5q34j",2,6
"L1FLnI_Xq28p",2,4
"L1FLnI_4q31.21z",2,10
"L1FLnI_5p12f",2,31
"L1FLnI_8p12ka",2,9
"L1FLnI_8q24.12c",2,42
"L1FLnI_13q33.2d",2,2
"L1FLnI_5p14.1c",2,7
"L1FLnI_5q21.3i",2,4
"L1FLnI_5q33.2i",2,12
"L1FLnI_5q34c",2,12
"L1FLnI_5q34na",2,10
"L1FLnI_8q21.13sa",2,18
"L1FLnI_13q14.11n",2,0
"L1FLnI_15q26.2j",2,4
"L1FLnI_Xq21.2m",2,2
"L1FLnI_Xq25mc",2,0
"L1FLnI_4q32.1ba",2,8
"L1FLnI_4q12gb",2,0
"L1FLnI_5q33.1i",2,9
"L1FLnI_7q21.3b",2,148
"L1FLnI_9q21.11a",2,4
"L1FLnI_Xp22.2e",2,2
"L1FLnI_Xq13.2ma",2,2
"L1FLnI_2p11.2s",2,0
"L1FLnI_10q11.21j",2,4
"L1FLnI_20p11.21p",2,1
"L1FLnI_20q13.2l",2,9
"L1FLnI_7q32.2a",2,1
"L1ORF2_10q22.3",2,6
"L1FLnI_11p15.4d",2,7
"L1FLnI_18q21.1j",2,2
"L1FLnI_4q34.3e",2,2
"L1FLnI_8q21.13a",2,2
"L1FLnI_3p21.2e",2,0
"L1FLnI_3q22.1g",2,1
"L1FLnI_4q13.3sa",2,6
"L1FLnI_5q31.1m",2,7
"L1FLnI_17q11.1c",2,4
"L1FLnI_21q22.2b",2,7
"L1FLnI_1p31.1ga",2,0
"L1FLnI_9q21.13w",2,2
"L1FLnI_19p13.3",2,1
"L1FLnI_15q22.31d",2,92
"L1FLnI_9p21.2k",2,1
"L1FLnI_17q11.2f",2,6
"L1FLnI_20p13l",2,11
"L1FLnI_1p31.1l",2,5
"L1FLnI_7p11.2n",2,1
"L1FLnI_10q25.1ea",2,2
"L1FLnI_Xq28ha",2,3
"L1FLnI_1p34.2a",2,8
"L1FLnI_3p13e",2,2
"L1FLnI_9q34.3",2,1
"L1FLnI_3q13.13la",2,1
"L1FLnI_15q25.2h",2,15
"L1FLnI_3p24.1l",2,5
"L1FLnI_6q14.1q",2,0
"L1FLnI_6q14.3d",2,11
"L1FLnI_Xq25u",2,1
"L1FLI_11p14.3",2,11
"L1FLnI_12q21.31ia",2,3
"L1FLnI_5q23.2z",2,1
"L1FLnI_3p22.1v",2,2
"L1FLnI_11q12.3g",2,1
"L1FLnI_21q11.2m",2,8
"L1FLnI_2p11.2n",2,2
"L1FLnI_2q14.2g",2,0
"L1FLnI_2q21.1f",2,1
"L1FLnI_4p15.32j",2,7
"L1FLnI_4q13.3za",2,0
"L1FLnI_4q21.21m",2,0
"L1FLnI_4q21.23e",2,5
"L1FLnI_4q22.3ea",2,1
"L1FLnI_4q27d",2,4
"L1FLnI_4q34.3n",2,4
"L1FLnI_5p13.2b",2,17
"L1FLnI_5q12.1l",2,4
"L1FLnI_6p22.2b",2,17
"L1FLnI_6q16.1j",2,10
"L1FLnI_7p14.1d",2,4
"L1FLnI_8q23.1e",2,14
"L1FLnI_8q23.3d",2,3
"L1FLnI_9p22.3g",2,1
"L1FLnI_10p11.23c",2,8
"L1FLnI_10q21.2k",2,6
"L1FLnI_12q24.23e",2,1
"L1FLnI_14q21.3j",2,0
"L1FLnI_14q23.1m",2,3
"L1FLnI_17q22b",2,4
"L1FLnI_Xq11.1n",2,1
"L1FLnI_1p22.1a",2,10
"L1FLnI_1p11.2a",2,6
"L1FLnI_1q31.1b",2,5
"L1FLnI_1q43l",2,0
"L1FLnI_2p25.1f",2,5
"L1FLnI_2p16.1ga",2,0
"L1FLnI_2q11.2i",2,0
"L1FLnI_2q22.2d",2,0
"L1FLnI_2q31.1y",2,12
"L1FLnI_3p22.1c",2,1
"L1FLnI_3p12.3f",2,8
"L1FLnI_3q13.33ba",2,4
"L1FLnI_3q24h",2,3
"L1FLnI_3q25.2q",2,0
"L1FLnI_3q26.32v",2,0
"L1FLnI_5q11.2m",2,2
"L1FLnI_5q14.1n",2,6
"L1FLnI_5q21.1s",2,1
"L1FLnI_5q23.2d",2,1
"L1FLnI_5q33.1o",2,2
"L1FLnI_6p25.3d",2,25
"L1FLnI_6q14.1j",2,7
"L1FLnI_6q16.1p",2,8
"L1ORF2_6q21b",2,7
"L1FLnI_6q24.3g",2,2
"L1FLnI_7q36.2f",2,0
"L1FLnI_8q24.13g",2,0
"L1FLnI_9q22.31a",2,8
"L1FLnI_10p14j",2,2
"L1FLnI_11p15.2g",2,17
"L1FLnI_11p14.1s",2,1
"L1ORF2_11p11.12",2,6
"L1FLnI_11q14.2j",2,0
"L1FLnI_12p12.3aa",2,0
"L1FLI_12q13.2",2,9
"L1FLnI_12q21.1da",2,8
"L1FLnI_12q24.23a",2,1
"L1FLnI_13q13.3k",2,8
"L1FLnI_13q14.2i",2,2
"L1FLnI_14q22.1i",2,6
"L1FLnI_14q22.1n",2,2
"L1FLnI_16p11.2i",2,1
"L1FLnI_16q21t",2,14
"L1FLnI_16q21u",2,7
"L1FLnI_17q23.2a",2,16
"L1FLnI_17q24.3a",2,2
"L1FLnI_18q21.1k",2,6
"L1FLI_20p12.3",2,6
"L1FLnI_20p11.23c",2,8
"L1FLnI_Xq22.3da",2,43
"L1FLnI_Xq24q",2,6
"L1FLnI_1p31.3c",2,22
"L1FLnI_13q22.1c",2,7
"L1FLnI_10p12.1l",2,5
"L1FLnI_1p33b",2,0
"L1FLnI_1p31.1aa",2,18
"L1FLnI_1q25.3n",2,14
"L1FLnI_3p24.2a",2,1
"L1FLnI_3p22.1ba",2,12
"L1FLnI_3p14.2p",2,4
"L1ORF2_4p15.33",2,5
"L1FLnI_4q22.1i",2,0
"L1FLnI_4q27i",2,5
"L1FLnI_4q31.21qa",2,6
"L1FLnI_5q21.3x",2,0
"L1FLnI_5q34g",2,6
"L1FLnI_6p22.3l",2,1
"L1FLnI_6p12.3a",2,1
"L1FLnI_7p14.3o",2,6
"L1FLnI_8q21.2k",2,1
"L1FLnI_9q21.31i",2,2
"L1FLnI_10q21.1f",2,3
"L1FLnI_12q21.31a",2,9
"L1FLnI_12q23.1j",2,2
"L1FLnI_13q32.2a",2,2
"L1FLnI_14q23.3b",2,3
"L1FLnI_Xq13.1q",2,5
"L1FLnI_Xq21.1m",2,2
"L1FLnI_Xq21.1lf",2,2
"L1FLnI_2p15l",2,1
"L1FLnI_4p16.2k",2,1
"L1FLnI_4q12nb",2,1
"L1FLnI_5p13.1n",2,5
"L1FLnI_8q21.3e",2,6
"L1FLnI_11p15.4v",2,21
"L1FLnI_12p13.31a",2,2
"L1FLnI_12q21.2g",2,30
"L1FLnI_Xp11.3l",2,0
"L1FLnI_Xq21.32i",2,2
"L1FLnI_3q13.31k",2,21
"L1FLnI_4p16.2m",2,1
"L1FLnI_7q33f",2,0
"L1FLnI_8q13.3j",2,5
"L1FLnI_11p14.1e",2,3
"L1FLnI_12p13.2h",2,53
"L1FLnI_13q13.3n",2,2
"L1FLnI_2q34na",2,5
"L1FLnI_3q25.31d",2,4
"L1FLnI_4p16.2l",2,3
"L1FLnI_4q26c",2,7
"L1FLnI_5q23.3d",2,0
"L1FLnI_7q22.1i",2,6
"L1FLnI_8q12.3c",2,7
"L1FLnI_8q22.3x",2,10
"L1FLI_8q24.21",2,17
"L1FLnI_12q23.3q",2,11
"L1FLnI_13q31.1g",2,2
"L1FLnI_13q33.3b",2,3
"L1FLnI_15q21.2c",2,11
"L1FLnI_2q35c",2,1
"L1FLnI_6q14.1la",2,1
"L1FLnI_10q24.2e",2,4
"L1FLnI_Xq13.1u",2,5
"L1FLnI_4q13.3q",2,7
"L1FLnI_4q22.3aa",2,2
"L1FLnI_16q21fa",2,3
"L1ORF2_2p25.3",2,8
"L1FLnI_10p12.31p",2,3
"L1FLnI_5q32c",2,5
"L1FLnI_9p23d",2,2
"L1FLnI_5p13.1da",2,1
"L1FLnI_8q24.12h",2,4
"L1FLnI_9p21.3h",2,9
"L1FLnI_11p14.3ea",2,4
"L1FLnI_14q22.1l",2,2
"L1FLnI_Xq22.3pa",2,0
"L1FLnI_5p15.1d",2,2
"L1FLI_8q21.3",2,8
"L1FLnI_3p12.1o",2,0
"L1FLnI_2p12ta",2,1
"L1FLnI_2p16.1d",2,3
"L1FLnI_4p15.31b",2,5
"L1FLnI_4q32.3r",2,0
"L1FLnI_Xq26.3n",2,6
"L1FLI_7q34",2,9
"L1FLnI_10q11.21w",2,5
"L1FLnI_13q21.31f",2,0
"L1FLnI_13q34c",2,2
"L1FLnI_6p12.3d",2,0
"L1FLnI_20p12.3g",2,0
"L1FLnI_3p14.3m",2,5
"L1FLnI_4p15.2f",2,7
"L1FLnI_1p22.1n",2,2
"L1FLnI_2q24.3j",2,2
"L1FLnI_3q12.3e",2,6
"L1FLnI_4q13.2i",2,0
"L1FLnI_4q21.21w",2,13
"L1FLnI_4q28.1r",2,3
"L1FLnI_4q34.3c",2,3
"L1FLnI_4q35.2c",2,6
"L1FLnI_8q11.1h",2,2
"L1FLI_9q22.2",2,8
"L1FLnI_16q12.2c",2,7
"L1FLnI_18q12.3j",2,2
"L1FLnI_19p12l",2,1
"L1FLnI_Xq13.3t",2,2
"L1FLnI_Xq25r",2,6
"L1FLnI_6q23.2p",2,2
"L1FLnI_12q23.2b",2,7
"L1FLnI_2q33.1h",2,8
"L1FLnI_3p26.1d",2,7
"L1FLnI_10q25.3e",2,0
"L1FLnI_18q21.33a",2,3
"L1FLnI_Xq13.3kb",2,1
"L1FLnI_12q22k",2,38
"L1FLnI_3q25.33b",2,4
"L1FLnI_5p13.2z",2,28
"L1FLnI_20p11.21v",2,14
"L1FLnI_Xq25ab",2,3
"L1FLnI_15q21.1e",2,3
"L1FLnI_13q12.3k",2,3
"L1FLnI_4q31.21r",2,3
"L1FLnI_19q13.11d",2,12
"L1FLnI_6q14.3oa",2,6
"L1FLnI_8p23.3a",2,1
"L1ORF2_8p23.2b",2,4
"L1FLI_10p15.1",2,12
"L1FLnI_14q24.3d",2,0
"L1FLnI_5p15.31n",2,0
"L1FLnI_2p25.3b",2,13
"L1FLnI_4q23t",2,0
"L1FLnI_7p12.1x",2,0
"L1FLnI_9q33.3c",2,6
"L1FLnI_2q32.3w",2,8
"L1FLnI_1q31.1v",2,1
"L1FLnI_4q13.3c",2,1
"L1FLnI_16p11.2p",2,0
"L1FLnI_3q29d",2,1
"L1FLnI_3q13.2b",2,4
"L1FLnI_2q24.1oa",2,14
"L1FLI_16p11.2",2,13
"L1FLnI_6q14.1ma",2,1
"L1FLnI_18q12.2v",2,0
"L1FLnI_5q35.1k",2,2
"L1FLnI_6q16.1aa",2,4
"L1FLnI_1p22.1i",2,1
"L1FLnI_20p13c",2,5
"L1FLnI_8q24.21a",2,18
"L1FLnI_11q12.2b",2,0
"L1FLnI_2q21.3d",2,7
"L1FLI_Xp22.2b",2,8
"L1FLnI_9p21.1t",2,6
"L1FLnI_1q42.13f",2,5
"L1FLnI_10q21.3g",2,0
"L1FLnI_20q12e",2,6
