Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
XM_017009580.1	162.1621099	-1.186493187	0.258882954	-4.583125966	4.58E-06	6.71E-05
XM_017009581.1	162.1621099	-1.186493187	0.258882954	-4.583125966	4.58E-06	6.71E-05
XM_017009582.1	216.9071521	-1.186723999	0.23186923	-5.118074523	3.09E-07	5.70E-06
XM_017009583.1	158.6131446	-1.216535372	0.261585014	-4.650630993	3.31E-06	5.03E-05
XM_017009585.1	2757.001325	-0.957809485	0.122544424	-7.816018478	5.45E-15	2.97E-13
XM_017009586.1	2007.990706	-0.975199831	0.128831397	-7.569582033	3.74E-14	1.85E-12
XM_017009598.1	216.9803009	0.722164785	0.230468488	3.133464321	0.001727559	0.012440147
XM_017009601.1	137.9872399	1.561100163	0.29768627	5.24411207	1.57E-07	3.04E-06
XM_017009602.1	129.4452072	1.491607831	0.302576945	4.929681044	8.24E-07	1.42E-05
XM_017009629.1	47.84091309	2.286222137	0.481903683	4.744147464	2.09E-06	3.36E-05
XM_017009674.1	70.43510295	-1.481391471	0.394452345	-3.755565132	0.000172951	0.001702409
XM_017009675.1	277.9425388	1.058641321	0.220513728	4.800795538	1.58E-06	2.59E-05
XM_017009676.1	267.1196744	1.050727297	0.220959389	4.75529599	1.98E-06	3.20E-05
XM_017009677.1	762.0140548	0.660411054	0.167134901	3.951365324	7.77E-05	0.000843733
XM_017009694.1	23.22992758	2.287193331	0.682307768	3.352143179	0.000801885	0.006465711
XM_017009696.1	13.76123354	2.3786726	0.882015882	2.696859148	0.006999687	0.039899176
XM_017009700.1	139.022033	2.159171033	0.293863302	7.347535473	2.02E-13	9.28E-12
XM_017009710.1	139.3915229	-0.952526829	0.279670088	-3.40589455	0.000659476	0.005486433
XM_017009711.1	138.8849908	-0.956727995	0.280189099	-3.414579645	0.000638805	0.005330912
XM_017009712.1	141.9001965	-0.945455841	0.276646132	-3.417563926	0.000631843	0.005278992
XM_017009713.1	141.3936644	-0.949550896	0.277157525	-3.426033252	0.000612465	0.005144259
XM_017009714.1	141.6435696	-0.909808805	0.276702433	-3.288040493	0.001008873	0.007895334
XM_017009715.1	139.1501816	-0.92746897	0.279091987	-3.323165887	0.00089002	0.007088673
XM_017009716.1	272.4690699	-1.15780294	0.213293987	-5.428202447	5.69E-08	1.18E-06
XM_017009717.1	136.2189562	-0.949040579	0.28024577	-3.386458178	0.000708011	0.005823179
XM_017009718.1	146.0382965	-1.039742352	0.284988583	-3.648364932	0.000263915	0.002482141
XM_017009719.1	107.6143946	-0.982591608	0.312492323	-3.144370396	0.001664446	0.012049175
XM_017009720.1	99.91040392	-1.075982962	0.323108883	-3.330094031	0.000868167	0.006934001
XM_017009721.1	101.9245217	-1.052528956	0.319122151	-3.298200872	0.000973065	0.007654742
XM_017009750.1	207.8290224	0.64619221	0.229391012	2.816990096	0.004847602	0.029519792
XM_017009751.1	212.1049684	0.664612177	0.227939062	2.915744988	0.003548404	0.022824801
XM_017009752.1	206.5855473	0.668465326	0.230054576	2.905681506	0.003664542	0.02342381
XM_017009753.1	210.7917789	0.773595697	0.232238412	3.331041102	0.000865218	0.00691156
XM_017009778.1	930.4753136	1.005249659	0.171669921	5.855712239	4.75E-09	1.17E-07
XM_017009788.1	2045.988672	1.603820871	0.12279996	13.06043475	5.54E-39	1.88E-36
XM_017009792.1	253.7223344	1.327836961	0.218876206	6.066611746	1.31E-09	3.58E-08
XM_017009793.1	253.482142	1.332673457	0.218784057	6.091273175	1.12E-09	3.14E-08
XM_017009794.1	252.4832831	1.331793069	0.21927205	6.073701909	1.25E-09	3.45E-08
XM_017009795.1	173.3306123	1.317911038	0.252593705	5.217513395	1.81E-07	3.45E-06
XM_017009796.1	14.9465014	2.934781809	0.901932541	3.253881723	0.001138397	0.008741614
XM_017009821.1	4898.430375	0.401604237	0.109737833	3.659669834	0.00025254	0.002385513
XM_017009822.1	4894.406563	0.401031277	0.109765069	3.653541889	0.000258648	0.002437661
XM_017009823.1	4898.430375	0.401604237	0.109737833	3.659669834	0.00025254	0.002385513
XM_017009879.1	1070.834094	0.635084224	0.13810206	4.598658582	4.25E-06	6.28E-05
XM_017009896.1	391.0760156	0.873127268	0.203554546	4.289401951	1.79E-05	0.000228126
XM_017009905.1	48.33964331	2.640800902	0.491513366	5.372795708	7.75E-08	1.58E-06
XM_017009906.1	37.45068756	2.636862941	0.554257001	4.757473403	1.96E-06	3.17E-05
XM_017009907.1	29.41299222	2.586262729	0.619953731	4.171702819	3.02E-05	0.00036375
XM_017009908.1	27.20565337	2.55487444	0.642711295	3.975150992	7.03E-05	0.000773541
XM_017009909.1	25.9830023	2.476521956	0.653754509	3.788152773	0.000151772	0.001518056
XM_017009944.1	108.6714962	-0.94160047	0.308690986	-3.050301151	0.00228612	0.01572985
XM_017009985.1	916.6971429	1.270863083	0.147050189	8.642376422	5.51E-18	4.18E-16
XM_017010009.1	16.57196042	5.032763511	1.237554361	4.066700963	4.77E-05	0.00054742
XM_017010010.1	6604.078704	-0.95866314	0.114549127	-8.369013085	5.81E-17	4.01E-15
XM_017010017.1	388.6539605	-0.622175894	0.197508589	-3.150120691	0.00163203	0.011849773
XM_017010067.1	426.4085827	0.458862444	0.174342279	2.631963092	0.008489308	0.046723988
XM_017010068.1	1125.072354	0.590962285	0.13758622	4.295214203	1.75E-05	0.000223113
XM_017010069.1	520.4842939	0.443750706	0.163815653	2.70884191	0.00675185	0.038725492
XM_017010089.1	22.76597178	-2.223353826	0.751068671	-2.96025372	0.003073858	0.020273071
XM_017010090.1	22.04539458	-2.166802149	0.752708683	-2.87867298	0.003993522	0.025135223
XM_017010100.1	1172.930893	-1.67171927	0.137829759	-12.12887031	7.43E-34	1.88E-31
XM_017010101.1	23.1164563	2.636830346	0.704038524	3.745292703	0.000180184	0.001765045
XM_017010109.1	847.3248029	0.420448674	0.15442729	2.722631956	0.006476416	0.037416626
XM_017010152.1	77.13306717	-1.451465409	0.367267091	-3.952070424	7.75E-05	0.000841434
XM_017010157.1	454.1322395	-1.002376623	0.173525165	-5.776549037	7.62E-09	1.84E-07
XM_017010158.1	444.9545436	-1.041881477	0.174463262	-5.971924771	2.34E-09	6.15E-08
XM_017010161.1	145.0082053	-1.05326837	0.274624213	-3.835307742	0.000125407	0.001285529
XM_017010162.1	142.2615341	-1.070866258	0.278127916	-3.850265279	0.00011799	0.001217005
XM_017010163.1	124.6088432	-1.100945433	0.293285084	-3.753840522	0.000174146	0.001712289
XM_017010164.1	121.3676161	-1.114259223	0.2980242	-3.738821282	0.000184885	0.001808614
XM_017010165.1	118.160123	-1.069764806	0.298995043	-3.577868032	0.000346408	0.00315997
XM_017010205.1	2762.803388	0.82589663	0.117026287	7.057359935	1.70E-12	6.99E-11
XM_017010206.1	2758.808659	0.827652534	0.11717645	7.06330097	1.63E-12	6.72E-11
XM_017010218.1	2528.154352	-0.611619839	0.121912512	-5.016875035	5.25E-07	9.33E-06
XM_017010232.1	962.761616	0.529753898	0.151980823	3.485662779	0.000490919	0.004259511
XM_017010260.1	410.0202583	-0.724459552	0.17901054	-4.047021764	5.19E-05	0.000589502
XM_017010261.1	403.3796468	-0.765261204	0.179987955	-4.251735646	2.12E-05	0.000265426
XM_017010268.1	300.3110895	0.558723262	0.20076424	2.782981973	0.00538618	0.032157486
XM_017010283.1	4415.25496	0.736368894	0.110734945	6.649833012	2.93E-11	1.03E-09
XM_017010285.1	88.07349966	1.045597418	0.340756628	3.068458047	0.002151665	0.014931417
XM_017010286.1	88.07349966	1.045597418	0.340756628	3.068458047	0.002151665	0.014931417
XM_017010287.1	88.07349966	1.045597418	0.340756628	3.068458047	0.002151665	0.014931417
XM_017010288.1	148.6208144	0.931863595	0.28206634	3.303703638	0.000954166	0.007523876
XM_017010432.1	568.4048461	-0.562667206	0.162880164	-3.454485752	0.000551343	0.004697722
XM_017010433.1	567.9920758	-0.56013353	0.162913609	-3.438224307	0.000585542	0.004959038
XM_017010434.1	565.9506962	-0.562364488	0.163302649	-3.443694829	0.000573823	0.004870537
XM_017010585.1	1312.052309	-0.73298663	0.130395859	-5.621241625	1.90E-08	4.25E-07
XM_017010586.1	1303.645255	-0.740438814	0.130384923	-5.678868359	1.36E-08	3.11E-07
XM_017010626.1	555.9239581	-0.577963192	0.175639954	-3.290613438	0.000999692	0.00783393
XM_017010657.1	130.3751749	0.908757867	0.287215765	3.164025019	0.001556034	0.011375827
XM_017010704.1	213.0950278	-0.631480566	0.231786005	-2.724411969	0.00644161	0.037239859
XM_017010706.1	219.3088788	-0.616363942	0.229126027	-2.690065162	0.007143807	0.040544579
XM_017010707.1	219.3088788	-0.616363942	0.229126027	-2.690065162	0.007143807	0.040544579
XM_017010744.1	549.3120107	0.795319324	0.17120074	4.645536713	3.39E-06	5.14E-05
XM_017010749.1	1229.633501	0.49355031	0.131507716	3.753014073	0.000174721	0.001717439
XM_017010753.1	148.1062538	-1.236212276	0.277867394	-4.448928888	8.63E-06	0.000117816
XM_017010754.1	129.375079	-1.318775364	0.301283196	-4.37719521	1.20E-05	0.000158836
XM_017010775.1	436.2264504	0.555480147	0.188961323	2.939649972	0.003285832	0.02140921
XM_017010795.1	833.0172676	1.194258879	0.144073522	8.28923223	1.14E-16	7.68E-15
XM_017010796.1	834.7431414	1.200726168	0.143951846	8.341165473	7.36E-17	5.02E-15
XM_017010797.1	1566.891738	0.9782993	0.129411275	7.559614096	4.04E-14	1.98E-12
XM_017010805.1	3148.36003	0.560473429	0.134054386	4.180940634	2.90E-05	0.000351272
XM_017010807.1	2269.681338	-0.929832327	0.130645531	-7.117214954	1.10E-12	4.64E-11
XM_017010808.1	2269.681338	-0.929832327	0.130645531	-7.117214954	1.10E-12	4.64E-11
XM_017010809.1	2269.681338	-0.929832327	0.130645531	-7.117214954	1.10E-12	4.64E-11
XM_017010810.1	111.880717	-1.301494281	0.330882547	-3.933402627	8.38E-05	0.000899675
XM_017010811.1	78.92498756	-1.230980371	0.368313249	-3.342210402	0.00083114	0.006675694
XM_017010812.1	85.77014651	-1.277414567	0.360933291	-3.539198517	0.000401344	0.00359372
XM_017010813.1	84.61284652	-1.287482285	0.357762629	-3.598705341	0.000319805	0.002946942
XM_017010814.1	79.92607549	-1.234082118	0.365935646	-3.372402038	0.000745156	0.006074589
XM_017010815.1	80.18374827	-1.284286206	0.364308821	-3.525267942	0.000423055	0.003761445
XM_017010831.1	116.8285914	1.290807213	0.330207348	3.909080828	9.26E-05	0.00098056
XM_017010832.1	6656.444504	-0.674478351	0.106204371	-6.350758871	2.14E-10	6.69E-09
XM_017010836.1	148.2936882	3.123415428	0.316241382	9.876681559	5.25E-23	6.29E-21
XM_017010837.1	148.5327661	3.126017511	0.31609486	9.889491752	4.62E-23	5.55E-21
XM_017010845.1	55.74096944	2.943780508	0.474974968	6.197759266	5.73E-10	1.69E-08
XM_017010867.1	229.5301496	1.382629367	0.228417274	6.053085842	1.42E-09	3.87E-08
XM_017010891.1	451.6507515	0.495826414	0.173101771	2.864363615	0.004178481	0.026086995
XM_017010892.1	500.8820007	0.562675757	0.168092829	3.347410841	0.000815702	0.006567032
XM_017010893.1	493.0756499	0.551665098	0.169186455	3.260693049	0.001111403	0.008573599
XM_017010894.1	444.6086056	0.473408015	0.174103936	2.719111497	0.006545754	0.037758374
XM_017010895.1	453.1594517	0.490898275	0.172726833	2.842049875	0.004482448	0.027636769
XM_017010896.1	308.3221022	1.201106123	0.204398738	5.876289332	4.20E-09	1.05E-07
XM_017010918.1	373.6684237	-0.842845079	0.205086649	-4.109702327	3.96E-05	0.000464054
XM_017010921.1	57.30015269	-1.5661113	0.427271628	-3.6653763	0.000246975	0.002340257
XM_017010922.1	57.30015269	-1.5661113	0.427271628	-3.6653763	0.000246975	0.002340257
XM_017010923.1	57.05996029	-1.557938661	0.42817014	-3.638597171	0.000274127	0.002568262
XM_017010924.1	69.98785957	-1.446022902	0.389240536	-3.714985385	0.000203215	0.001969768
XM_017010925.1	68.9726006	-1.445051455	0.390499497	-3.70052066	0.000215158	0.002071032
XM_017010926.1	415.7244231	-0.462542249	0.1770952	-2.611828263	0.009005948	0.049038789
XM_017010929.1	300.9455851	0.683706138	0.200418143	3.411398434	0.000646306	0.005385395
XM_017010941.1	457.6571885	0.52216717	0.171565944	3.043536259	0.002338153	0.016029258
XM_017010956.1	31.77412069	2.436375738	0.592386705	4.112812995	3.91E-05	0.000458437
XM_017010957.1	30.26761523	2.627399548	0.619333018	4.24230498	2.21E-05	0.00027576
XM_017010976.1	611.0705653	-1.411976224	0.182918762	-7.719143771	1.17E-14	6.13E-13
XM_017010988.1	210.2390024	-0.680028344	0.22827972	-2.978925786	0.002892608	0.019252078
XM_017010999.1	425.4366962	0.986871956	0.186742518	5.284666638	1.26E-07	2.47E-06
XM_017011000.1	422.1595747	0.985196101	0.187291812	5.260219819	1.44E-07	2.80E-06
XM_017011001.1	421.6530426	0.986290893	0.187048445	5.272916819	1.34E-07	2.62E-06
XM_017011002.1	425.9443085	0.985418303	0.185672232	5.307300351	1.11E-07	2.20E-06
XM_017011004.1	139.2897874	1.257611294	0.291819827	4.30954711	1.64E-05	0.000210536
XM_017011005.1	87.77005118	1.378619243	0.347209472	3.970569222	7.17E-05	0.000787441
XM_017011006.1	71.68466384	1.325786952	0.378788383	3.500072895	0.000465131	0.004073101
XM_017011007.1	138.5441774	1.258683381	0.291633491	4.315976795	1.59E-05	0.000205029
XM_017011059.1	256.3744881	0.788566746	0.21998156	3.584694759	0.000337473	0.003089478
XM_017011062.1	174.6474903	-0.715105939	0.247014304	-2.894998094	0.003791608	0.024090891
XM_017011151.1	430.2863399	0.562801382	0.189154927	2.975346137	0.002926581	0.019449636
XM_017011204.1	108.7147762	1.165291212	0.331118279	3.519259688	0.000432753	0.003839118
XM_017011225.1	4870.512064	0.987944153	0.337717367	2.925357854	0.003440603	0.022231744
XM_017011227.1	3924.361908	-0.62700895	0.118205207	-5.304410593	1.13E-07	2.23E-06
XM_017011237.1	124.904629	-1.159463173	0.324481593	-3.573278731	0.000352539	0.003208267
XM_017011238.1	122.6611805	-1.149162077	0.328240931	-3.500971288	0.000463566	0.004065463
XM_017011239.1	234.4685742	-1.099868129	0.238046169	-4.620398353	3.83E-06	5.74E-05
XM_017011240.1	225.4446805	-1.098244198	0.245536213	-4.472840019	7.72E-06	0.000106675
XM_017011242.1	230.4633472	3.229887732	0.260785074	12.38524769	3.14E-35	8.85E-33
XM_017011243.1	904.0979307	-0.417814797	0.142620916	-2.92954784	0.003394556	0.021978392
XM_017011244.1	903.5925131	-0.419698579	0.142659378	-2.941962777	0.003261391	0.021284759
XM_017011263.1	491.9278837	0.444161493	0.170420129	2.606273657	0.00915333	0.049687726
XM_017011266.1	376.3523086	-0.743315067	0.182999387	-4.061844571	4.87E-05	0.000557077
XM_017011321.1	54.76092075	2.273426031	0.447402558	5.081388089	3.75E-07	6.82E-06
XM_017011325.1	86.10236242	-0.939830423	0.350100937	-2.684455604	0.007264803	0.041109652
XM_017011347.1	537.2318702	-1.344421162	0.164992539	-8.148375482	3.69E-16	2.31E-14
XM_017011377.1	38.36557929	-1.387413362	0.506288413	-2.740361673	0.006137161	0.035769682
XM_017011410.1	253.0225041	0.684405535	0.211825579	3.230986256	0.001233639	0.009350586
XM_017011411.1	248.7312381	0.680750902	0.213428689	3.189594176	0.001424727	0.010548078
XM_017011412.1	223.6851477	0.715500166	0.22331166	3.204043025	0.001355122	0.010098718
XM_017011413.1	219.3938817	0.711943907	0.225466766	3.157644565	0.001590494	0.011590372
XM_017011414.1	245.5075258	0.680511352	0.214453519	3.173234719	0.001507506	0.011072176
XM_017011415.1	248.7585	0.68096718	0.213418473	3.190760252	0.00141899	0.010512624
XM_017011416.1	216.4092472	0.714725929	0.226584761	3.154342448	0.001608602	0.011704376
XM_017011417.1	233.4468838	0.682117581	0.218813175	3.1173515	0.001824839	0.01303241
XM_017011418.1	248.0259465	0.685629273	0.213387793	3.213066982	0.001313257	0.00983301
XM_017011419.1	229.1556179	0.678109978	0.220697601	3.072575205	0.002122204	0.014764976
XM_017011420.1	229.4219575	0.680808015	0.220577032	3.086486427	0.002025372	0.01421492
XM_017011421.1	214.6364021	0.716618806	0.227286326	3.152934086	0.001616383	0.011748991
XM_017011422.1	225.1306916	0.676705006	0.222576033	3.040331866	0.002363176	0.016186998
XM_017011423.1	195.7933352	0.711031889	0.237342833	2.995800966	0.00273725	0.018361429
XM_017011424.1	228.6894041	0.685865499	0.220540464	3.109930428	0.001871314	0.013314791
XM_017011425.1	221.6406396	0.673588508	0.223846756	3.009150188	0.002619796	0.017679367
XM_017011426.1	224.3981382	0.681841903	0.222457855	3.065038561	0.002176419	0.015084306
XM_017011427.1	194.7944421	0.713964021	0.237150049	3.010600357	0.002607318	0.017603498
XM_017011428.1	219.8677944	0.675094322	0.224551424	3.006413002	0.002643497	0.017809187
XM_017011429.1	190.7695158	0.713052238	0.239769593	2.973906032	0.002940351	0.019533339
XM_017011430.1	216.8831599	0.677347889	0.225684793	3.001300532	0.002688291	0.018069468
XM_017011431.1	157.9476115	0.729100255	0.260874251	2.794834105	0.005192635	0.03123567
XM_017011432.1	261.3061111	0.654148315	0.208851871	3.132116132	0.001735512	0.01248253
XM_017011433.1	258.8029416	0.648330482	0.209563498	3.093718561	0.001976649	0.013929133
XM_017011434.1	207.8202432	0.677040508	0.230175054	2.941415658	0.003267158	0.021315385
XM_017011435.1	202.8236857	0.678356151	0.232294591	2.920240838	0.00349761	0.022540227
XM_017011502.1	190.6671916	-0.76496322	0.243307082	-3.144023654	0.00166642	0.01206171
XM_017011503.1	205.8548708	-0.790199161	0.236053926	-3.347536624	0.000815332	0.006564582
XM_017011504.1	205.6005074	-0.787393143	0.235960915	-3.336964272	0.000846988	0.006782775
XM_017011512.1	113.4989785	-0.82942027	0.298004074	-2.783251443	0.005381708	0.032133732
XM_017011514.1	821.8116453	-0.526311808	0.160307852	-3.283131811	0.001026607	0.008011483
XM_017011515.1	911.1064897	-0.544045333	0.16310392	-3.335574839	0.000851232	0.006814026
XM_017011517.1	71.89184075	1.666272591	0.38921055	4.281159882	1.86E-05	0.00023536
XM_017011518.1	72.13203315	1.646141695	0.389377452	4.227624604	2.36E-05	0.000292221
XM_017011519.1	174.5403223	1.430606874	0.269148179	5.315313229	1.06E-07	2.11E-06
XM_017011520.1	169.6408702	1.43771145	0.273941105	5.248250162	1.54E-07	2.97E-06
XM_017011521.1	165.9542878	1.436873015	0.274606883	5.232472693	1.67E-07	3.21E-06
XM_017011522.1	163.9445939	1.4239958	0.276985277	5.141052321	2.73E-07	5.07E-06
XM_017011523.1	288.5789188	-1.796366033	0.209926401	-8.557122994	1.16E-17	8.46E-16
XM_017011524.1	162.3139156	-1.600949059	0.26275735	-6.092880223	1.11E-09	3.12E-08
XM_017011525.1	154.4229265	-1.56584936	0.268074507	-5.841097598	5.19E-09	1.28E-07
XM_017011526.1	119.8358584	-1.769796126	0.302150643	-5.857330339	4.70E-09	1.16E-07
XM_017011527.1	120.8761845	-1.748936033	0.300092896	-5.827982115	5.61E-09	1.38E-07
XM_017011533.1	124.4427043	-0.915702435	0.301360322	-3.038563371	0.002377091	0.016264246
XM_017011534.1	124.4427043	-0.915702435	0.301360322	-3.038563371	0.002377091	0.016264246
XM_017011535.1	124.4427043	-0.915702435	0.301360322	-3.038563371	0.002377091	0.016264246
XM_017011536.1	125.468825	-0.894666271	0.301130818	-2.971021955	0.002968106	0.019692797
XM_017011537.1	125.468825	-0.894666271	0.301130818	-2.971021955	0.002968106	0.019692797
XM_017011538.1	125.2297471	-0.902661105	0.30219091	-2.98705578	0.002816783	0.018806398
XM_017011539.1	125.2297471	-0.902661105	0.30219091	-2.98705578	0.002816783	0.018806398
XM_017011594.1	754.5751149	0.578255051	0.147415853	3.922611024	8.76E-05	0.000932817
XM_017011663.1	290.3070609	0.764807832	0.204419971	3.74135574	0.00018303	0.001791875
XM_017011664.1	287.4502964	0.769620632	0.204405263	3.765170325	0.000166436	0.001646054
XM_017011665.1	286.9295933	0.770949556	0.204415428	3.771484192	0.000162279	0.001610218
XM_017011673.1	92.10982519	1.587287833	0.336447942	4.717781377	2.38E-06	3.77E-05
XM_017011676.1	79.26893497	-4.221394422	0.577391992	-7.311141268	2.65E-13	1.20E-11
XM_017011677.1	79.26893497	-4.221394422	0.577391992	-7.311141268	2.65E-13	1.20E-11
XM_017011678.1	79.02874257	-4.2167841	0.577158159	-7.306115375	2.75E-13	1.24E-11
XM_017011682.1	1665.681152	0.405226208	0.122733168	3.301684579	0.000961061	0.007572852
XM_017011719.1	1763.998628	-0.763617917	0.128146006	-5.958967733	2.54E-09	6.62E-08
XM_017011732.1	549.3534782	0.604645824	0.161788573	3.737259139	0.000186037	0.001818635
XM_017011733.1	516.7358718	0.589377534	0.164717313	3.578115279	0.000346081	0.003158138
XM_017011734.1	534.6077502	0.578135814	0.162551587	3.556629776	0.000375643	0.003389759
XM_017011735.1	541.9596825	0.61907671	0.161972575	3.822108224	0.000132316	0.0013479
XM_017011799.1	125.8333355	-1.315742108	0.297994113	-4.4153292	1.01E-05	0.000135445
XM_017011802.1	296.6778756	0.789417968	0.204434928	3.861463288	0.00011271	0.001168291
XM_017011815.1	236.0558708	-0.626598858	0.234816537	-2.668461373	0.007619954	0.042765127
XM_017011816.1	4579.982288	0.358839581	0.109388558	3.280412395	0.001036555	0.008075846
XM_017011833.1	245.993131	0.586904075	0.218008005	2.692121668	0.007099904	0.040341319
XM_017011834.1	245.7267913	0.584318353	0.217899532	2.681595262	0.007327205	0.041415774
XM_017011835.1	245.4724278	0.588035011	0.218081555	2.696399567	0.007009353	0.039936494
XM_017011836.1	244.4877401	0.584270832	0.2185252	2.673700023	0.007501952	0.042221411
XM_017011939.1	594.2581083	-1.103130225	0.159132766	-6.93213755	4.15E-12	1.62E-10
XM_017011940.1	592.7755553	-1.10055046	0.159330716	-6.90733393	4.94E-12	1.91E-10
XM_017011959.1	1856.491879	-0.408093511	0.127435939	-3.202342416	0.001363149	0.010153981
XM_017011960.1	1856.252801	-0.408527624	0.127499628	-3.204147579	0.00135463	0.010095806
XM_017011967.1	472.7072514	-0.625047929	0.180318157	-3.466361561	0.000527553	0.004530627
XM_017011968.1	223.1113191	0.78548626	0.230059775	3.414270307	0.000639531	0.00533477
XM_017011987.1	7835.145275	-0.288611574	0.10497457	-2.749347525	0.005971404	0.034979662
XM_017012029.1	133.295383	-1.177189065	0.280433903	-4.197741619	2.70E-05	0.000328518
XM_017012030.1	130.5628828	-1.199846278	0.283144445	-4.237576613	2.26E-05	0.000280893
XM_017012031.1	133.0290433	-1.186472077	0.28062377	-4.227981387	2.36E-05	0.000291831
XM_017012032.1	135.0050375	-1.192469247	0.278738028	-4.278100316	1.88E-05	0.000238345
XM_017012033.1	134.2714039	-1.193408447	0.279483643	-4.270047562	1.95E-05	0.000246585
XM_017012034.1	137.0322461	-1.171893261	0.276937256	-4.231620111	2.32E-05	0.000287863
XM_017012035.1	136.5388048	-1.176384193	0.277534041	-4.238702361	2.25E-05	0.000279593
XM_017012036.1	136.5388048	-1.176384193	0.277534041	-4.238702361	2.25E-05	0.000279593
XM_017012037.1	136.0322728	-1.181760059	0.27790837	-4.252337051	2.12E-05	0.000264747
XM_017012038.1	135.7779093	-1.177884275	0.278075444	-4.235844271	2.28E-05	0.000282891
XM_017012039.1	132.2528622	-1.175428404	0.281049376	-4.182284343	2.89E-05	0.000349414
XM_017012040.1	134.2975512	-1.180449644	0.279474573	-4.22381768	2.40E-05	0.000296698
XM_017012041.1	135.0322994	-1.191799707	0.278893161	-4.27331995	1.93E-05	0.000243207
XM_017012042.1	141.5016627	-1.165148858	0.273031017	-4.267459684	1.98E-05	0.000249209
XM_017012043.1	142.0081948	-1.160059782	0.272706168	-4.253881716	2.10E-05	0.000263124
XM_017012044.1	145.813787	-1.164744119	0.271175124	-4.295173171	1.75E-05	0.000223126
XM_017012045.1	123.7944138	-1.199312925	0.289563217	-4.141799968	3.45E-05	0.000409555
XM_017012046.1	134.5257673	-1.197314584	0.279322113	-4.286501242	1.82E-05	0.000230652
XM_017012047.1	137.5387782	-1.166605893	0.276570452	-4.218114715	2.46E-05	0.000303352
XM_017012048.1	136.0322728	-1.181760059	0.27790837	-4.252337051	2.12E-05	0.000264747
XM_017012049.1	135.2986391	-1.182630274	0.27871126	-4.243209525	2.20E-05	0.000274719
XM_017012050.1	135.0442756	-1.178733916	0.278880313	-4.226665928	2.37E-05	0.000293396
XM_017012051.1	134.2986657	-1.192734608	0.279703662	-4.264279561	2.01E-05	0.00025253
XM_017012052.1	134.5377435	-1.1841814	0.279263972	-4.240365815	2.23E-05	0.000277833
XM_017012053.1	134.5377435	-1.1841814	0.279263972	-4.240365815	2.23E-05	0.000277833
XM_017012054.1	133.776848	-1.185750016	0.279857658	-4.236975413	2.27E-05	0.00028161
XM_017012055.1	131.8030486	-1.19318456	0.281880251	-4.23294841	2.31E-05	0.000286346
XM_017012056.1	189.8323374	-0.79023877	0.238363198	-3.315271725	0.000915541	0.007261208
XM_017012057.1	133.2975778	-1.190606688	0.280479016	-4.244904678	2.19E-05	0.000272855
XM_017012058.1	129.2790893	-1.193267369	0.284103308	-4.20011783	2.67E-05	0.000325606
XM_017012059.1	140.2734732	-1.158545342	0.274145847	-4.226018207	2.38E-05	0.000294168
XM_017012060.1	147.5453458	-1.237180538	0.270040453	-4.581463715	4.62E-06	6.76E-05
XM_017012061.1	138.5387516	-1.15699346	0.275620001	-4.197784838	2.70E-05	0.000328495
XM_017012062.1	125.5291354	-1.200479315	0.287801666	-4.171203501	3.03E-05	0.00036401
XM_017012063.1	136.7931683	-1.180239912	0.277368875	-4.255127435	2.09E-05	0.000261894
XM_017012064.1	135.2986391	-1.182630274	0.27871126	-4.243209525	2.20E-05	0.000274719
XM_017012065.1	135.7659331	-1.190875146	0.278120361	-4.2818697	1.85E-05	0.0002347
XM_017012066.1	149.0076342	-1.04558324	0.272216037	-3.8410053	0.000122531	0.001258642
XM_017012067.1	131.0126964	-1.181865883	0.282272225	-4.186971934	2.83E-05	0.000342902
XM_017012068.1	132.524706	-1.205588599	0.281194582	-4.287382031	1.81E-05	0.000229945
XM_017012081.1	640.070216	-0.707758794	0.15499466	-4.566343082	4.96E-06	7.22E-05
XM_017012082.1	484.1661442	-0.512543905	0.169397463	-3.025688202	0.00248068	0.016875288
XM_017012109.1	740.4909866	0.481018624	0.174726495	2.75298044	0.005905542	0.034648512
XM_017012110.1	616.1777802	0.569222997	0.194232022	2.930634149	0.003382709	0.021917291
XM_017012131.1	34.37709328	-2.018724842	0.555063785	-3.636924074	0.000275913	0.002582812
XM_017012151.1	169.6328348	-0.801825148	0.27344086	-2.932353084	0.00336404	0.021824839
XM_017012168.1	325.6876444	1.144785303	0.199080677	5.750358701	8.91E-09	2.11E-07
XM_017012169.1	324.1691626	1.145012879	0.199434663	5.741293223	9.40E-09	2.21E-07
XM_017012170.1	321.9312526	1.146056286	0.200059273	5.728583687	1.01E-08	2.37E-07
XM_017012171.1	326.4594016	1.149732486	0.199072094	5.775457828	7.67E-09	1.85E-07
XM_017012172.1	424.13407	1.101058596	0.182922481	6.019263411	1.75E-09	4.69E-08
XM_017012173.1	248.933691	1.180957798	0.218069449	5.415512359	6.11E-08	1.26E-06
XM_017012174.1	51.31277055	5.670242122	0.824848469	6.874283381	6.23E-12	2.39E-10
XM_017012175.1	51.31277055	5.670242122	0.824848469	6.874283381	6.23E-12	2.39E-10
XM_017012176.1	51.31277055	5.670242122	0.824848469	6.874283381	6.23E-12	2.39E-10
XM_017012178.1	1121.501605	-0.387544592	0.138542533	-2.797296861	0.005153216	0.031040696
